appid,hw_ram_gb,hw_storage_gb,hw_has_gpu_req,parse_success
517000,1.0,0.195,0,True
966680,8.0,3.0,1,True
2449160,1.0,3.0,1,True
578850,0.977,0.146,1,True
1073320,4.0,0.488,0,True
635390,4.0,12.0,1,True
421740,2.0,7.0,1,True
260790,2.0,0.25,1,True
2056880,2.0,0.488,0,False
2769080,8.0,9.0,1,True
2539350,1.0,0.781,0,True
2972990,8.0,2.0,1,True
1443620,8.0,1.0,1,True
1424600,1.0,1.0,0,True
1642790,4.0,4.0,1,True
2238040,8.0,8.0,1,True
226740,1.0,0.244,0,True
1710540,4.0,6.0,1,True
959890,4.0,1.0,1,True
1540350,2.0,5.0,1,True
732810,2.0,0.488,1,True
515040,1.0,0.537,0,True
2018130,2.0,1.0,1,True
676500,4.0,5.0,1,True
384000,2.0,1.0,1,True
2146570,8.0,1.0,1,True
2420240,8.0,2.0,1,True
408280,1.0,0.5,0,True
1158220,1.0,0.391,0,True
1333470,4.0,1.0,1,True
220090,1.0,1.0,0,True
597700,1.0,0.293,0,True
209060,2.0,2.0,1,True
2275150,2.0,2.0,1,True
1174390,8.0,8.0,1,True
666870,1.0,1.0,1,True
1649730,1.0,0.488,0,True
666820,1.0,0.488,1,True
1096140,8.0,9.0,1,True
716340,0.5,0.684,0,True
2295970,8.0,8.0,1,True
682140,4.0,2.0,1,True
556050,4.0,4.395,1,True
346560,2.0,0.469,0,True
527340,2.0,1.0,1,True
453750,6.0,0.82,1,True
1807090,4.0,2.0,1,True
446120,2.0,0.488,1,True
1991300,8.0,1.0,1,True
1490410,4.0,2.0,1,True
638200,0.5,0.195,0,True
1127610,2.0,0.293,1,True
1243420,4.0,1.0,0,True
27000,1.0,0.488,1,True
2295610,2.0,2.0,1,True
855640,1.0,2.0,1,True
2720950,4.0,0.195,0,True
337850,0.5,0.488,0,True
1151050,4.0,2.0,1,True
545600,4.0,5.0,1,True
1184760,2.0,0.322,0,True
589510,2.0,0.244,0,True
509250,4.0,5.0,1,True
897640,0.004,1.0,0,True
1133590,4.0,0.977,1,True
2093910,8.0,0.146,1,True
948830,2.0,1.0,1,True
940680,2.0,0.244,0,True
880400,0.5,0.781,0,True
473970,2.0,2.0,1,True
422510,4.0,1.0,1,True
352780,1.0,0.293,0,True
2101890,16.0,5.0,1,True
496620,0.25,0.039,1,True
1328900,4.0,0.684,1,True
1025250,1.0,2.0,1,True
307940,1.0,1.953,1,True
2299660,4.0,11.0,1,True
2011780,4.0,2.0,1,True
622870,0.098,0.029,0,True
1036700,4.0,2.0,1,True
575340,4.0,11.0,1,True
476700,4.0,11.0,1,True
898800,4.0,10.0,1,True
1480830,1.0,0.098,1,True
562220,0.25,0.015,1,True
917840,1.0,1.953,1,True
789660,2.0,0.098,1,False
454250,4.0,2.0,1,True
724490,6.0,8.0,1,True
1057680,2.0,0.001,1,True
610500,2.0,3.0,1,True
1150730,8.0,6.0,1,True
1056490,4.0,0.293,1,True
809540,1.0,1.0,0,True
505630,1.0,0.244,0,True
3107330,4.0,0.098,0,True
1422420,4.0,1.0,0,True
1071290,4.0,4.0,1,True
1015770,4.0,2.0,1,True
2182400,2.0,2.0,1,True
1507720,8.0,12.0,1,True
429720,2.0,0.107,0,True
1020470,4.0,1.0,1,True
770100,2.0,0.293,0,True
2819180,8.0,1.0,1,True
504390,4.0,1.0,1,True
461840,1.0,0.156,0,True
727570,4.0,2.0,1,True
241320,1.0,1.0,0,True
2150660,8.0,7.0,1,True
753930,6.0,6.0,1,True
1137350,4.0,1.0,1,True
1895820,4.0,4.0,1,True
946110,2.0,2.0,1,True
1966420,8.0,9.0,1,True
1975360,4.0,0.195,0,True
317280,0.5,0.195,0,True
404530,4.0,0.488,1,True
565120,4.0,4.0,1,True
1617220,6.0,1.0,1,True
1554220,2.0,0.488,0,True
1296450,4.0,1.0,1,True
230050,0.5,0.195,0,True
2081470,8.0,8.0,1,True
944020,2.0,0.488,0,True
858940,1.0,3.0,0,True
534290,0.5,0.098,0,True
724300,0.5,0.488,0,True
236730,2.0,3.0,1,True
2674590,2.0,0.293,0,True
1398740,1.0,6.0,0,True
822800,4.0,5.0,1,True
2185780,8.0,0.488,0,True
792040,2.0,0.488,0,True
1129250,1.0,2.0,0,True
946030,4.0,0.488,1,True
1162680,4.0,2.0,1,True
593200,1.0,0.586,0,True
678560,4.0,9.0,1,True
1543710,8.0,4.0,1,True
782570,4.0,1.0,0,True
1257170,4.0,0.488,1,True
1608400,8.0,1.0,1,True
564150,0.5,0.391,1,True
569530,4.0,5.0,1,True
97000,1.0,0.273,1,True
405010,4.0,2.0,1,True
279900,2.0,5.0,1,True
266490,2.0,2.0,1,True
1239050,6.0,8.0,1,True
454950,4.0,0.391,1,True
441870,1.0,1.0,1,True
1115050,4.0,0.488,1,True
1507190,3.0,2.0,1,True
269690,2.0,1.0,0,True
416790,4.0,3.0,1,True
823610,2.0,5.0,1,True
533300,0.25,0.015,1,True
241240,2.0,0.293,1,True
877810,4.0,0.488,1,True
1378040,4.0,2.0,1,True
2058570,2.0,1.0,0,False
2059660,2.0,1.0,0,False
234920,2.0,0.586,0,True
1226530,2.0,0.781,0,True
1168880,4.0,0.146,0,True
234160,4.0,3.0,1,True
1768470,4.0,2.0,1,True
2814610,2.0,6.0,0,True
852300,4.0,5.0,1,True
428220,4.0,4.0,1,True
798840,2.0,2.0,1,True
1789650,4.0,1.074,0,True
2219820,4.0,1.0,1,True
979400,8.0,1.0,1,True
979310,4.0,2.0,1,True
2057550,2.0,2.0,1,True
543930,1.0,4.0,0,True
529520,4.0,6.0,1,True
812070,8.0,10.0,1,True
704640,2.0,1.0,0,True
2853840,1.0,1.0,0,True
698540,2.0,0.098,1,True
1338580,0.5,0.293,1,True
578540,2.0,5.0,1,True
375440,4.0,4.0,1,True
2951840,6.0,10.0,1,True
1472930,4.0,1.0,1,True
559260,0.125,0.181,0,True
1601280,4.0,0.244,1,True
513510,4.0,2.0,1,True
219910,1.5,1.074,1,True
285500,0.5,2.441,0,True
1814010,2.0,0.195,1,True
2976720,2.0,0.391,0,True
495980,4.0,2.0,1,True
562230,4.0,2.0,1,True
809440,2.0,0.488,1,True
1412850,4.0,10.0,1,True
1103490,4.0,1.0,0,True
428860,4.0,0.781,1,True
760410,4.0,1.0,1,True
1389560,2.0,0.293,1,True
597150,1.0,1.0,1,True
730050,4.0,2.0,0,True
1747050,2.0,2.0,1,True
35460,1.0,1.5,0,True
2515240,6.0,6.0,1,True
1929870,2.0,0.059,1,True
1571940,2.0,18.0,1,True
349320,1.0,2.0,0,True
1160330,4.0,0.586,1,True
1254370,4.0,0.391,1,True
453310,4.0,5.0,1,True
809020,1.0,0.146,0,True
1660860,2.0,0.781,1,True
290690,4.0,2.0,1,True
680980,0.5,0.342,1,True
346970,1.465,0.293,1,True
854570,4.0,2.0,1,True
618850,4.0,5.859,1,True
1074190,0.5,1.0,0,True
383960,0.5,0.488,0,True
401360,1.0,1.0,0,True
388420,2.0,1.0,1,True
1603180,4.0,0.195,1,True
512220,8.0,1.0,1,True
1069030,4.0,1.465,1,True
1817940,1.0,0.5,1,True
272620,2.0,0.488,0,True
746710,4.0,0.244,0,True
780670,8.0,3.0,1,True
1007810,4.0,5.0,1,True
1035990,4.0,2.686,1,True
317300,0.5,0.049,0,True
976900,4.0,2.0,1,True
1114950,1.0,0.293,0,True
1333560,2.0,2.0,0,True
2343930,8.0,10.0,1,True
671390,4.0,0.684,1,True
244870,1.0,0.366,0,True
682450,0.5,1.0,1,True
1413990,4.0,4.0,1,True
746510,4.0,8.0,1,True
1086010,2.0,4.0,0,False
390730,1.0,1.0,1,True
1012570,2.0,0.586,0,True
2129220,12.0,8.0,1,True
962970,1.0,1.0,0,True
875760,8.0,8.0,1,True
242820,1.0,0.098,0,True
254440,2.0,1.0,1,True
294370,2.0,1.0,1,True
594680,4.0,3.0,1,True
1379830,1.0,0.488,1,True
327670,2.0,2.0,1,True
933450,2.0,2.0,1,True
590590,1.0,0.244,0,True
1902870,4.0,5.0,1,True
464100,2.0,2.0,1,True
1709050,4.0,1.0,0,True
937580,1.0,0.586,0,True
951750,4.0,7.0,1,True
1418160,1.0,0.195,1,True
1122690,4.0,7.0,1,True
259530,2.0,0.117,0,True
2248180,4.0,4.0,1,True
1117630,2.0,0.781,0,True
368610,1.0,0.078,0,True
322750,2.0,1.0,1,True
211340,0.5,0.146,0,True
574310,1.0,0.586,0,True
1462650,4.0,2.0,1,True
2821040,4.0,3.0,1,True
1162070,2.0,1.0,1,True
1634080,8.0,2.0,1,True
2124380,0.5,0.488,0,True
409660,2.0,0.244,0,True
1274300,2.0,4.0,1,True
390720,2.0,1.0,0,True
2382250,1.0,2.0,1,True
927270,4.0,1.0,1,True
1082930,8.0,20.0,1,True
744520,1.0,1.66,0,True
1177420,4.0,4.0,0,True
1089630,4.0,4.0,0,True
300340,2.0,1.0,0,True
595770,4.0,2.0,0,True
630550,4.0,2.0,0,True
585890,0.5,0.391,1,True
647740,4.0,2.0,1,True
1125480,4.0,10.0,0,True
464620,4.0,0.195,0,True
668550,4.0,8.0,1,True
251850,2.0,2.0,1,True
300580,3.0,3.0,1,True
1184890,0.5,4.0,1,True
371300,2.0,2.0,1,True
244750,2.0,0.684,1,True
1162700,3.0,10.0,1,True
1953780,4.0,2.0,0,True
29180,0.5,0.032,1,True
830820,2.0,0.244,0,True
521350,1.0,1.0,0,True
922100,4.0,0.195,1,True
1078320,4.0,0.488,1,True
594130,1.0,1.0,0,True
3177970,4.0,2.0,1,True
335190,1.0,1.0,1,True
1512590,4.0,1.0,1,True
1573300,0.5,2.0,0,True
250580,2.0,0.293,1,True
1004770,4.0,0.391,0,True
317250,2.0,0.488,1,True
1325260,1.0,0.342,0,True
1598730,0.5,0.488,1,True
1156730,4.0,3.0,1,True
396640,2.0,0.391,1,True
968550,4.0,4.0,1,True
552450,6.0,10.0,1,True
1124080,2.0,1.0,1,True
420950,1.0,0.244,0,True
623640,4.0,3.0,1,True
2400340,1.0,0.684,0,True
2617400,4.0,0.5,0,True
281920,2.0,0.488,1,True
2110820,4.0,4.0,1,True
222980,0.5,0.195,0,True
576030,1.0,0.146,0,True
701930,1.0,0.684,0,True
346460,4.0,3.0,1,True
1797300,1.0,4.0,0,True
928520,0.004,0.586,0,True
431590,2.0,0.293,0,True
1962450,2.0,0.879,1,False
288220,0.5,1.0,0,True
396710,4.0,1.465,1,True
2737300,4.0,0.293,0,True
691390,4.0,1.0,0,True
587220,6.0,1.0,1,True
1818230,4.0,2.0,1,True
2123140,4.0,1.0,1,True
1918450,2.0,3.0,0,True
2067310,4.0,4.0,1,True
262260,1.0,0.107,0,True
1130410,2.0,1.27,1,True
1393410,4.0,0.586,1,True
1240480,2.0,2.0,0,True
2892310,6.0,6.0,0,True
1967450,4.0,0.684,1,True
1522280,2.0,0.586,1,True
262790,2.0,0.293,0,True
285740,2.0,0.684,1,True
760890,0.488,0.488,0,True
446840,2.0,0.684,1,True
1766390,0.488,0.488,1,True
561740,1.0,0.293,0,True
1057800,4.0,2.0,1,True
2248430,0.25,0.121,0,True
312230,2.0,1.0,1,True
115100,1.0,1.0,1,True
1285360,8.0,3.0,1,True
1946070,2.0,21.0,0,True
269030,2.0,0.098,0,True
715650,1.0,0.977,1,True
1097370,4.0,0.586,1,True
298930,0.5,1.074,0,True
1996210,2.0,0.488,1,True
259810,1.0,0.684,1,True
1289990,4.0,2.0,1,True
343090,1.0,0.098,1,True
733110,2.0,1.0,1,True
851820,1.0,2.0,1,True
659190,1.0,0.293,0,True
314020,2.0,2.0,0,True
107310,1.0,1.0,0,True
1273690,4.0,10.0,1,True
733070,2.0,1.0,0,False
510490,8.0,1.367,1,True
446810,2.0,1.0,1,True
491420,2.0,5.0,0,True
1297160,2.0,0.083,0,False
365900,1.0,0.117,0,True
1841250,2.0,2.0,0,False
1895860,4.0,4.0,1,True
1015720,4.0,2.0,1,True
322900,0.195,1.0,0,True
1096730,2.0,2.0,0,True
2009860,2.0,0.195,0,True
559330,4.0,10.0,1,True
492290,4.0,2.0,1,True
989580,2.0,0.684,0,True
1283500,8.0,6.0,1,True
891370,4.0,1.0,1,True
2289390,4.0,4.0,1,True
463160,2.0,5.0,0,True
760810,4.0,0.488,1,True
1513420,8.0,5.0,1,True
567670,6.0,1.0,1,True
390290,2.0,1.0,1,True
588110,2.0,1.709,1,True
3257490,16.0,20.0,1,True
1078420,2.0,2.0,0,True
1155880,2.0,0.488,1,True
1944360,8.0,4.0,1,True
1127970,8.0,10.0,1,True
485900,2.0,0.391,0,True
227200,0.5,0.391,0,True
744260,4.0,2.0,1,True
218090,1.0,0.146,0,True
470210,4.0,12.0,1,True
545040,8.0,1.0,1,True
427910,2.0,0.488,0,True
331390,2.0,1.465,1,True
431120,8.0,3.0,1,True
761910,4.0,2.0,1,True
1050370,1.0,0.195,0,True
590690,8.0,10.0,1,True
533950,1.0,1.0,1,True
325930,2.0,0.684,1,True
2008980,8.0,2.0,1,True
363980,1.0,0.488,0,True
959880,4.0,1.0,1,True
3328720,2.0,2.0,1,False
1085160,6.0,6.0,1,True
864060,4.0,2.0,1,True
65300,1.0,0.391,1,True
2435090,4.0,0.244,0,True
383460,0.5,0.488,1,True
384500,0.5,1.0,0,True
1020340,8.0,1.0,1,True
973070,6.0,3.0,1,True
1042600,4.0,0.391,1,True
350910,2.0,1.0,1,True
278890,2.0,1.0,0,True
550590,4.0,0.781,1,True
453340,2.0,1.0,0,True
233230,2.0,1.0,0,True
1783680,8.0,30.0,1,True
616110,1.0,0.244,1,True
1098770,2.0,0.244,0,False
689900,2.0,1.5,0,True
3028150,4.0,1.0,1,True
468670,2.0,5.293,1,True
288860,4.0,10.0,1,True
503770,4.0,1.0,1,True
1057600,8.0,14.0,1,True
265890,2.0,0.059,0,True
461700,2.0,1.0,0,False
1215260,2.0,0.488,0,True
308040,2.0,0.586,1,True
1585700,2.0,1.27,0,True
1744970,4.0,3.0,1,True
248970,0.977,0.293,0,True
70900,0.25,0.293,0,True
1191900,4.0,2.0,1,True
406850,1.0,0.107,1,True
400580,0.25,0.146,0,True
328270,1.0,3.0,1,True
836450,2.0,2.0,1,True
431810,2.0,0.684,1,True
1168470,2.0,1.0,1,True
3054610,2.0,2.0,1,True
1647920,4.0,2.0,1,True
801260,4.0,2.0,1,True
414950,2.0,0.586,1,True
1005120,4.0,10.0,1,True
392260,1.0,0.732,0,True
1493520,4.0,2.0,1,True
2002220,8.0,1.465,1,True
41800,1.0,0.293,0,True
235520,3.0,2.0,1,True
290890,1.0,0.146,1,True
1678140,2.0,2.0,1,True
1173740,2.0,2.0,1,True
264080,0.5,0.488,1,True
1184840,4.0,1.0,1,True
1514950,8.0,1.0,1,True
1177660,8.0,14.0,1,True
284770,0.5,1.0,1,True
853050,8.0,3.418,1,True
471810,3.0,1.0,1,True
416360,1.0,2.0,0,True
427760,8.0,3.0,1,True
2281940,8.0,3.0,1,True
2052040,4.0,1.0,1,True
2448930,2.0,0.488,0,False
527450,1.0,0.488,0,True
719750,2.0,0.732,0,True
1720850,0.25,0.25,0,True
1001800,2.0,1.0,1,True
584370,1.0,2.0,1,True
1440500,2.0,0.342,0,True
1065180,8.0,5.0,1,True
1770210,2.0,10.0,1,True
1684100,4.0,2.0,1,True
595730,2.0,1.0,0,True
1106340,2.0,0.488,1,True
449250,0.5,0.146,0,True
1732750,2.0,1.0,1,True
307640,1.0,0.098,0,True
2314650,4.0,4.0,1,True
704690,2.0,1.0,0,True
1115780,2.0,0.488,0,True
1032590,2.0,2.0,1,True
321060,1.0,1.0,0,True
457960,8.0,1.0,1,True
2292650,4.0,4.0,1,True
323720,2.0,2.051,1,True
439490,1.0,1.0,0,True
220860,0.5,0.068,1,True
951670,2.0,0.293,0,True
855630,3.0,0.83,1,True
2870420,6.0,4.0,1,True
695050,8.0,10.0,1,True
1110050,4.0,0.488,1,True
390330,4.0,6.0,1,True
1593780,8.0,2.0,1,True
467720,1.0,2.0,0,True
1590230,4.0,1.0,1,True
1209000,4.0,0.781,1,True
1099220,8.0,20.0,1,True
2023050,2.0,3.0,1,True
338320,0.125,0.076,0,True
1161870,2.0,0.488,0,True
613730,2.0,3.0,1,True
1891090,1.0,0.488,1,True
621000,0.5,0.488,0,True
589500,2.0,0.244,0,True
252550,2.0,2.93,0,True
503400,2.0,0.488,0,True
3150440,8.0,2.0,1,True
1102100,3.0,1.0,1,True
874040,2.0,1.0,0,True
384960,8.0,10.0,1,True
621810,2.0,0.391,0,True
837460,4.0,1.0,1,True
1578860,2.0,0.293,0,True
2724540,2.0,6.0,0,True
1572340,4.0,2.0,1,True
883070,1.0,0.039,1,True
205230,1.0,2.0,0,True
3250970,2.0,2.0,1,False
214970,1.0,0.098,0,True
951860,2.0,2.0,1,True
606480,2.0,1.0,1,True
949970,4.0,0.293,1,True
293240,2.0,0.293,1,True
1359120,2.0,0.488,0,True
1309620,8.0,23.0,1,True
1575470,2.0,1.0,1,True
514830,4.0,6.0,1,True
1136330,4.0,1.0,1,True
1542110,4.0,5.0,1,True
286240,1.0,1.0,0,True
1628610,2.0,0.391,1,True
248330,0.488,0.044,0,True
1548750,8.0,10.0,1,True
1892030,8.0,1.0,1,True
603260,2.0,0.049,0,True
2330870,2.0,1.0,1,False
1407420,1.0,0.098,0,True
492500,3.0,1.0,1,True
238910,2.0,0.293,0,True
1295790,4.0,0.488,1,True
462240,3.906,0.732,0,True
259130,1.0,0.098,1,True
944080,4.0,4.0,1,True
812550,2.0,6.0,1,True
223220,2.0,3.3,1,True
614630,2.0,0.488,0,True
1158010,4.0,1.0,1,True
512300,1.0,7.0,1,True
669050,0.5,0.83,0,True
389510,2.0,1.0,0,False
1184990,4.0,4.0,1,True
887800,4.0,7.0,1,True
2249160,8.0,10.0,1,True
2287980,4.0,2.0,1,True
249680,2.0,3.0,1,True
666730,1.0,0.195,0,True
2377420,4.0,0.098,1,True
1065940,4.0,2.0,1,True
239800,2.0,0.342,0,True
2685900,4.0,0.684,1,True
520850,0.5,1.465,0,True
3089130,4.0,3.125,1,True
1960900,2.0,0.488,1,True
765640,0.781,1.0,1,True
1216880,2.0,0.215,0,True
355860,2.0,6.0,1,True
1061180,4.0,1.0,1,True
502940,2.0,0.488,0,True
399600,1.0,0.488,1,True
444590,2.0,1.0,0,True
2701700,8.0,15.0,1,True
759940,1.0,0.195,1,True
1256530,6.0,2.0,0,True
894630,4.0,3.0,1,True
1842730,4.0,2.0,0,True
441010,2.0,0.781,1,True
1418360,8.0,6.0,0,True
2244470,8.0,2.0,1,True
1232570,8.0,1.0,1,True
824830,2.0,3.0,1,True
282760,2.0,1.0,0,True
264160,1.0,0.098,1,True
2882440,4.0,0.293,0,True
1117090,1.0,0.244,0,True
1229580,4.0,1.0,1,True
1255650,8.0,0.488,1,True
388430,2.0,1.0,1,True
1177400,2.0,0.488,0,True
448290,2.0,2.0,0,True
2774380,8.0,5.0,1,True
549260,2.0,0.273,1,True
750290,4.0,2.0,1,True
844920,1.0,5.0,1,True
1078330,4.0,4.0,1,True
2226700,2.0,0.488,1,False
214830,1.0,2.0,1,True
303430,4.0,4.0,1,True
368180,4.0,8.0,1,True
690120,4.0,8.0,1,True
1357610,4.0,0.195,1,True
1288920,2.0,2.0,0,True
542400,1.0,0.049,1,True
555630,1.0,0.098,0,True
385710,1.0,0.029,1,True
1144440,4.0,1.0,1,True
1725340,8.0,8.0,1,True
347670,1.0,0.537,1,True
368160,0.25,2.0,0,True
601810,2.0,0.391,0,True
355630,2.0,1.0,1,True
1576130,2.0,1.0,1,True
981020,4.0,1.367,0,True
244730,2.0,2.0,1,True
1944060,2.0,1.0,1,True
250460,1.0,1.0,0,True
810500,8.0,2.0,1,True
775580,2.0,0.293,1,True
353540,2.0,0.488,0,True
1850550,4.0,11.0,1,True
1220370,4.0,4.0,1,True
250500,1.0,0.063,0,True
685240,2.0,2.0,1,True
2593850,4.0,6.0,1,True
429330,2.0,0.732,1,True
253610,1.0,0.732,1,True
1116230,4.0,10.312,0,True
906300,3.0,3.0,1,True
3184110,8.0,0.488,1,True
865930,1.0,0.146,1,True
370060,2.0,2.0,0,True
695970,3.0,1.0,1,True
705340,4.0,2.0,0,True
750990,1.0,1.66,0,True
2784620,4.0,6.0,1,True
2401460,2.0,1.0,0,True
1413970,4.0,2.0,1,True
1301950,4.0,2.0,1,True
653930,4.0,0.488,1,True
1586710,2.0,2.0,0,False
1216490,4.0,0.146,1,True
2166140,4.0,0.146,1,True
460960,0.5,0.342,0,True
272600,0.5,0.195,0,True
488770,4.0,4.0,1,True
573130,4.0,20.0,1,True
720240,4.0,2.0,1,True
1305310,1.0,1.0,1,True
2289960,8.0,2.0,0,True
612110,1.0,0.266,0,True
2635340,4.0,8.0,1,True
1058530,2.0,0.488,1,True
575970,4.0,15.0,1,True
3277480,4.0,0.586,1,True
2145810,4.0,4.0,1,True
1931940,2.0,4.0,1,True
1124830,4.0,2.0,1,True
1802720,8.0,20.0,1,True
314070,2.0,1.0,1,True
1058130,0.244,0.391,1,True
3253710,2.0,1.0,1,True
302690,0.5,1.367,0,True
1092430,6.0,6.0,1,True
438320,1.0,0.25,0,True
1597290,6.0,4.0,1,True
1293170,2.0,0.293,0,False
268540,1.0,1.758,0,True
1549550,2.0,0.293,1,True
1166990,0.004,0.098,1,True
2350310,4.0,1.0,1,True
1035560,4.0,2.0,1,True
2140850,4.0,3.0,1,True
1959350,8.0,4.0,1,True
1116210,1.0,2.0,0,True
882960,2.0,3.0,1,True
1424720,2.0,2.0,1,True
888630,4.0,5.0,1,True
2774190,4.0,35.0,1,True
541930,4.0,1.0,1,True
584990,2.0,0.488,1,True
251430,2.0,1.367,0,True
1281490,8.0,5.0,1,True
2390260,4.0,0.488,1,True
1098080,2.0,3.0,1,True
497730,2.0,5.0,1,True
1938630,2.0,2.0,0,True
230860,2.0,1.0,1,True
733300,0.049,0.195,0,True
662240,5.0,6.0,1,True
1210800,2.0,0.293,1,True
1094420,8.0,2.0,1,True
715050,1.0,0.098,0,True
245150,2.0,0.781,1,True
489170,2.0,2.0,1,True
897030,4.0,0.383,1,True
1040630,6.0,2.0,1,True
403950,1.0,2.0,1,True
888130,8.0,4.0,1,True
1056750,4.0,1.0,1,True
925470,2.0,2.0,1,True
289760,2.0,0.195,1,True
2494450,8.0,20.0,1,True
1579920,2.0,1.0,0,False
288370,4.0,5.0,1,True
391260,0.5,0.244,0,True
1100990,2.0,0.488,1,True
759440,4.0,2.0,1,True
1200230,4.0,4.0,1,True
1003360,0.5,0.293,1,True
1349060,8.0,0.635,1,True
209630,2.0,4.0,1,True
46770,1.0,2.0,0,True
2287710,2.0,5.0,1,True
1234940,4.0,1.0,1,True
336940,8.0,1.0,1,True
1075200,4.0,13.0,1,True
1066260,0.488,1.0,1,True
616740,4.0,3.0,1,True
1184820,4.0,1.0,1,True
2311820,8.0,0.488,1,True
1020730,2.0,1.0,0,True
1205040,4.0,0.85,1,True
551700,8.0,4.0,1,True
1922020,4.0,0.537,1,True
1551540,4.0,1.0,1,True
400160,2.0,0.488,1,True
919410,4.0,4.492,1,True
384360,2.0,1.0,0,True
907760,6.0,2.0,1,True
1491200,2.0,2.0,0,True
531180,4.0,2.0,1,True
453300,2.0,0.244,1,False
1815230,8.0,10.0,1,True
326950,1.0,0.293,0,True
780280,8.0,4.0,1,True
595930,1.0,0.615,0,True
545540,2.0,20.0,1,True
1376910,4.0,0.391,0,True
1506510,4.0,0.879,1,True
2092330,2.0,0.049,0,True
2095090,1.0,0.684,0,True
1700550,2.0,6.0,0,True
2688680,4.0,2.0,1,True
1383250,2.0,1.0,1,True
2246110,2.0,1.0,0,False
467820,4.0,8.0,1,True
1301620,2.0,1.0,0,False
603020,2.0,2.0,0,True
1560770,1.0,0.488,1,True
427980,1.0,1.0,0,True
358770,0.5,0.195,0,True
218060,2.0,0.83,1,True
907380,2.0,6.0,1,True
589760,4.0,2.0,1,True
80330,0.062,0.195,0,True
858100,4.0,25.0,1,True
417110,1.0,5.0,0,True
1397290,2.0,0.098,1,True
553480,4.0,2.0,1,True
235360,2.0,1.465,1,True
108500,2.0,1.5,1,True
2198680,2.0,2.0,0,True
2981590,8.0,6.0,1,True
1336160,4.0,1.0,1,True
758320,1.0,0.146,0,True
112100,0.5,0.293,1,True
395620,1.0,1.0,0,True
271970,0.25,0.293,0,True
255320,1.0,2.0,0,True
575510,1.0,0.391,0,True
2072840,0.002,0.015,1,True
94200,0.5,0.244,1,True
1584840,8.0,2.0,1,True
1553890,0.5,0.195,1,True
454140,4.0,3.0,1,True
458630,2.0,1.0,1,True
1099440,4.0,0.098,1,True
526140,8.0,1.0,1,True
401810,4.0,2.0,1,True
665120,2.0,4.0,1,True
1046820,2.0,2.0,1,True
1592540,4.0,1.0,1,True
2389570,4.0,8.0,1,True
889080,2.0,0.488,0,True
1717510,8.0,2.0,1,True
455310,1.0,3.0,0,True
951260,2.0,8.0,1,True
1666510,4.0,0.732,1,True
1463780,1.0,1.0,0,True
963000,1.0,0.488,1,True
1245810,8.0,0.5,1,True
640340,2.0,1.0,1,True
965820,0.125,0.488,0,True
1037940,4.0,16.0,1,True
1133770,2.0,2.0,1,True
652190,2.0,4.0,1,False
2720280,1.0,1.0,1,True
1037190,1.0,0.234,1,True
758080,4.0,30.0,1,True
933940,1.0,0.195,1,True
968370,4.0,1.465,1,True
447780,2.0,0.5,1,True
2050590,1.0,0.146,0,True
665370,1.0,0.039,1,True
689700,2.0,2.0,1,True
2196790,2.0,1.953,0,True
1072640,4.0,0.488,0,True
1259560,8.0,17.0,1,True
1095290,4.0,3.0,1,True
1608550,4.0,2.0,1,True
420770,2.0,0.488,0,True
1438480,4.0,8.0,1,True
2471660,8.0,3.0,1,True
313400,2.0,1.0,1,True
493720,4.0,1.465,1,True
2106810,2.0,1.0,0,True
578720,2.0,1.0,0,True
1694510,8.0,5.0,1,True
1662480,2.0,0.195,1,True
390610,0.5,0.244,0,True
1549750,4.0,2.0,1,True
780210,1.0,0.029,0,True
427470,2.0,0.488,0,True
2300920,4.0,1.0,1,True
579110,8.0,1.0,1,True
1144910,4.0,0.488,1,True
1217410,2.0,4.0,0,True
956450,2.0,0.293,0,True
895220,0.5,0.488,0,True
736570,1.0,0.098,0,True
1234180,8.0,1.0,1,True
684270,1.0,0.195,0,True
1738520,4.0,2.0,1,True
699700,6.0,4.0,1,True
2102320,4.0,4.0,1,True
1168690,8.0,8.0,1,True
352890,2.0,0.391,1,True
1565670,4.0,1.5,1,True
269490,1.0,1.0,0,True
2676180,4.0,10.0,1,True
700160,1.0,2.637,1,True
1665280,8.0,12.0,1,True
266390,1.0,0.293,0,True
428200,1.0,2.0,1,True
603530,1.0,0.586,1,True
503180,1.0,0.078,1,True
1063580,2.0,0.391,0,True
336420,2.0,2.0,1,True
549860,4.0,0.193,0,True
1006250,1.0,0.732,0,True
746940,4.0,5.0,1,True
512890,4.0,1.562,1,True
2207490,1.0,0.488,0,True
1318090,2.0,4.0,1,False
603940,1.0,0.488,1,True
2471650,4.0,1.0,1,True
1065070,12.0,6.0,1,True
603930,4.0,1.0,1,True
774091,1.0,1.0,0,True
93200,0.5,0.479,0,True
70420,0.25,0.439,1,True
3270020,8.0,2.0,1,True
1485070,4.0,10.0,1,True
233310,0.5,0.195,0,True
1339860,8.0,1.0,1,True
567080,1.0,0.5,0,True
575820,2.0,0.684,1,True
355240,1.0,0.195,1,True
551110,2.0,1.0,0,False
397390,4.0,2.0,1,True
515650,1.0,0.146,1,True
1257410,1.0,0.244,0,True
380670,5.0,4.0,1,True
1413980,4.0,2.0,1,True
244410,0.5,1.0,1,True
95300,1.5,1.0,1,True
381880,2.0,0.586,0,True
1290270,2.0,1.0,0,False
1163070,2.0,0.488,1,True
