appid,hw_ram_gb,hw_storage_gb,hw_has_gpu_req,parse_success
415920,1.0,1.318,0,True
2865580,2.0,1.0,1,True
369420,0.5,1.0,1,True
763250,4.0,8.0,1,True
395420,1.0,3.0,1,True
2107550,2.0,1.0,1,True
1420810,1.0,0.586,0,True
1281790,2.0,0.488,0,True
700520,4.0,2.0,1,True
1515200,4.0,1.0,1,True
1252320,2.0,0.781,1,True
882900,0.25,0.195,1,True
696480,8.0,2.0,1,True
1573630,2.0,0.781,1,True
1150890,4.0,0.586,1,True
1912340,0.5,1.0,0,True
953900,0.5,0.211,0,True
1919600,1.0,0.293,0,True
1419290,2.0,0.488,1,True
741250,1.0,0.064,0,True
1980530,2.0,0.195,1,True
1314770,2.0,2.0,0,False
1269520,8.0,5.0,1,True
1344740,1.0,0.098,1,True
2513240,2.0,0.684,0,True
1488810,8.0,15.0,1,True
747910,1.0,3.0,1,True
1111080,4.0,4.0,1,True
1947750,0.244,0.391,1,True
746560,8.0,1.0,1,True
907820,4.0,0.488,1,True
2398590,4.0,2.0,1,True
1022480,2.0,0.176,0,False
2954830,1.0,0.293,0,True
757180,1.0,0.098,0,True
1019940,2.0,1.0,1,True
605770,8.0,4.0,1,True
345090,1.0,0.195,0,True
1491460,1.0,0.293,0,True
1110690,2.0,4.0,0,True
567130,4.0,1.0,1,True
565860,2.0,4.0,1,True
347710,3.0,1.0,0,True
1600910,8.0,2.0,1,True
1297790,4.0,0.488,1,True
1620110,1.0,2.051,1,True
1496180,1.0,1.0,1,True
1070550,0.488,0.195,0,True
2125160,4.0,1.0,0,True
436490,8.0,3.0,1,True
259600,0.5,0.088,0,True
1170720,4.0,10.0,1,True
1707870,4.0,2.0,1,True
2014470,4.0,1.0,1,True
465130,2.0,0.195,1,True
298360,1.0,0.342,0,True
425150,2.0,1.0,0,True
2430900,8.0,8.0,1,True
727340,0.5,0.5,0,True
2094190,4.0,2.0,1,True
202690,1.0,1.465,0,True
975950,2.0,8.0,1,True
1883840,4.0,1.0,1,True
265330,1.0,0.293,0,True
2332410,1.0,2.0,1,True
656970,1.0,0.195,0,True
341500,1.0,0.537,0,True
495900,2.0,1.0,1,True
258890,2.0,0.488,0,True
1625230,0.248,0.5,1,True
2543030,4.0,2.0,0,True
422650,2.0,3.0,1,True
1400870,2.0,0.098,1,True
724010,4.0,1.0,1,True
1265220,2.0,1.27,1,False
1268420,2.0,0.732,1,True
63650,0.25,1.0,0,True
2549380,4.0,15.0,1,True
1250060,4.0,1.0,1,True
585950,2.0,1.0,0,False
970510,0.5,1.0,1,True
1399750,2.0,0.488,0,True
359140,2.0,0.244,0,True
1630920,4.0,1.0,1,True
1639210,1.953,5.859,0,True
2119650,1.0,0.244,0,True
2959640,2.0,2.0,1,False
2427950,4.0,1.0,1,True
437420,0.5,1.0,1,True
883130,2.0,0.273,0,True
2070850,2.0,0.488,1,True
1454640,4.0,2.944,1,True
1420740,4.0,0.268,1,True
821640,1.0,2.0,1,True
3145320,4.0,0.293,1,True
1058690,2.0,1.0,1,True
1646580,8.0,6.0,1,True
351150,2.0,2.0,1,True
1159680,4.0,0.195,0,True
264060,0.488,0.293,1,True
435970,1.0,0.195,1,True
986280,2.0,1.0,0,True
1643180,4.0,2.441,0,True
899160,1.0,1.0,0,True
1329350,8.0,35.0,1,True
856210,1.0,0.098,0,True
1116770,2.0,0.244,0,True
509220,1.0,0.757,0,True
946460,2.0,3.0,0,True
1895890,8.0,4.0,1,True
467220,0.5,0.039,0,True
713530,4.0,0.141,1,True
1262040,2.0,0.293,1,True
729060,6.0,6.0,1,True
394600,2.0,0.5,1,True
457890,2.0,0.488,0,True
812840,1.0,0.586,0,True
462960,1.0,1.0,0,True
3175720,2.0,0.664,0,False
1182090,4.0,4.0,0,True
1770840,2.0,1.0,1,True
18050,1.0,1.0,1,True
1112830,4.0,2.0,1,True
2538000,1.0,0.25,1,True
579760,1.0,1.465,0,True
2457890,2.0,0.244,1,True
286810,0.5,2.0,0,True
362310,2.0,0.488,1,True
1167170,1.0,1.0,0,True
2794610,4.0,9.0,1,True
264690,0.5,0.015,1,True
2745800,2.0,0.5,0,True
1103100,1.0,0.186,0,True
956240,0.5,3.0,0,True
2125420,0.5,0.293,0,True
1055850,2.0,0.488,1,False
412660,4.0,2.0,1,True
1598580,4.0,4.0,1,True
407020,0.5,0.078,1,True
696590,1.0,0.177,1,True
404510,3.0,5.0,1,True
468820,4.0,2.051,1,True
1865060,2.0,0.195,0,True
253650,0.002,0.176,1,True
494100,2.0,1.0,0,True
812410,1.0,0.205,0,True
591380,2.0,0.488,0,True
351230,2.0,1.0,1,True
1461100,4.0,2.0,1,True
383740,2.0,1.0,1,True
459010,2.0,9.0,1,False
1032740,4.0,1.0,1,True
527470,2.0,0.195,1,True
384690,1.0,0.146,1,True
2026880,2.0,1.0,1,True
1554650,8.0,12.0,1,True
1188970,4.0,0.293,1,True
1551510,4.0,1.0,1,True
2961340,1.0,2.0,0,True
414660,0.5,1.0,1,True
1573390,1.0,1.0,0,True
1988540,4.0,0.732,0,True
1754460,4.0,0.293,0,True
349500,0.125,0.098,0,True
1461680,2.0,1.0,0,True
2274530,8.0,1.0,1,True
845030,4.0,3.0,1,True
291710,1.0,1.172,0,True
1755030,2.0,0.244,1,True
738270,2.0,1.172,1,True
2118250,4.0,2.0,0,True
542660,2.0,0.586,0,True
2337460,4.0,5.0,1,True
362940,0.5,0.391,0,True
1197370,4.0,3.0,1,True
929670,2.0,0.098,1,True
1164830,4.0,2.0,1,True
337290,3.0,0.098,1,True
894620,4.0,4.0,1,True
301380,0.25,0.146,0,True
1022780,0.5,0.25,1,True
676030,8.0,3.0,1,True
780390,4.0,2.0,1,True
904520,0.5,1.0,0,True
440550,2.0,1.0,0,True
1828690,2.0,1.0,1,False
530120,8.0,1.0,1,True
746400,2.0,0.4,0,True
394220,0.488,0.078,0,True
586240,1.0,0.244,1,True
1027620,0.5,0.488,0,True
2356150,6.0,1.0,1,True
533010,8.0,6.0,1,True
567060,2.0,5.0,0,True
1921760,1.0,0.244,0,True
1401340,4.0,1.0,1,True
867700,1.0,0.195,0,True
1291330,8.0,2.0,1,True
105800,0.5,0.436,0,True
212780,1.0,0.25,0,True
323450,2.0,5.0,1,True
2960770,4.0,2.0,1,True
235660,1.0,0.146,1,True
416830,2.0,5.0,1,True
358830,2.0,1.0,1,True
589200,4.0,1.0,1,True
591420,0.25,0.015,1,True
456170,2.0,0.488,1,True
2258350,4.0,5.0,0,True
493060,4.0,0.195,1,True
1121590,4.0,10.0,1,True
1740310,1.0,0.098,1,True
449210,1.0,0.117,0,True
2961310,1.0,2.0,0,True
567030,1.0,0.293,1,True
32900,4.0,2.0,0,True
988100,4.0,1.0,1,True
1205960,2.0,2.0,0,True
502740,0.5,0.146,0,True
1719660,2.0,2.0,0,True
1933990,1.0,0.244,0,True
331650,2.0,1.0,1,False
373970,0.5,0.293,0,True
893790,4.0,1.0,1,True
596500,4.0,2.0,1,True
2749100,2.0,0.488,0,True
965640,8.0,8.0,1,True
2017200,4.0,0.391,1,True
1290710,0.25,0.25,0,True
592030,4.0,1.0,1,True
609420,4.0,1.0,0,True
1602390,4.0,2.0,1,True
286300,4.0,4.0,1,True
284870,0.5,1.0,1,True
274560,1.0,2.0,0,True
1003750,0.002,0.488,1,True
399070,4.0,0.303,0,True
1933680,4.0,4.0,1,True
2446270,2.0,2.0,0,True
1200580,0.002,1.0,0,True
504770,2.0,0.098,1,True
394540,1.0,2.0,1,True
1443470,1.953,1.0,1,True
364200,2.0,2.0,0,True
1144460,4.0,1.0,1,True
1985610,0.002,0.18,1,True
883230,4.0,3.0,1,True
80350,0.062,0.062,0,True
451010,4.0,8.0,1,True
898580,4.0,4.0,1,True
912370,2.0,0.586,0,True
937570,1.0,0.586,0,True
453720,4.0,2.0,1,True
823840,4.0,6.0,1,True
1003120,2.0,8.0,1,True
916040,2.0,0.195,1,False
1990740,2.0,2.0,0,True
575330,1.0,0.391,1,True
1095480,4.0,9.0,1,True
319470,2.0,1.758,1,True
211360,1.0,0.093,1,True
404820,2.0,0.034,1,True
391000,0.5,1.172,1,True
299720,2.0,0.293,0,True
1343810,2.0,1.0,0,False
311190,1.0,0.098,0,True
1542810,2.0,0.488,0,True
1006400,2.0,2.0,0,True
1328910,4.0,1.0,1,True
1309510,2.0,2.0,1,True
395860,1.0,2.93,1,True
1435970,8.0,3.0,1,True
625680,1.0,0.117,1,True
342350,0.5,0.156,1,True
1290980,4.0,4.0,1,True
1556770,0.391,1.0,1,True
1683270,4.0,4.0,1,True
811870,1.0,2.0,1,True
997700,4.0,0.195,1,True
480900,3.0,5.0,1,True
816490,4.0,0.488,1,True
1477950,1.0,0.488,0,True
1333490,4.0,0.391,0,True
459350,1.0,0.488,1,True
362810,0.5,0.024,0,True
212050,0.062,1.0,0,True
1234520,2.0,1.0,1,True
1760340,2.0,1.0,1,True
1937620,4.0,3.0,1,True
270230,2.0,4.0,0,True
26000,1.0,0.293,1,True
1147500,0.5,1.0,1,True
2595940,4.0,2.0,1,True
625730,2.0,1.0,1,True
1341450,6.0,20.0,0,True
1008860,8.0,9.0,1,True
2305180,4.0,5.0,1,True
344340,1.0,0.179,1,True
791240,4.0,2.0,1,True
384200,4.0,2.0,1,True
2490160,2.0,1.465,1,False
2574800,4.0,1.0,1,True
268220,1.0,0.244,1,True
497780,0.098,0.078,0,True
67000,1.0,0.098,1,True
473530,0.977,2.0,1,True
659110,6.0,4.0,0,True
2942700,8.0,2.0,1,True
1295320,0.488,0.098,1,True
1921770,1.0,0.244,0,True
418150,2.0,0.537,1,True
943810,2.0,0.195,1,True
873490,4.0,2.0,1,True
504400,0.5,0.098,1,True
903630,4.0,2.0,1,True
790020,4.0,4.0,0,True
1742610,4.0,2.0,1,True
18700,0.5,0.059,1,True
1512830,2.0,2.0,1,True
368000,4.0,1.0,1,True
446100,3.0,4.102,1,True
628350,4.0,4.0,1,True
1013750,2.0,0.249,0,True
219190,0.5,0.537,1,True
26500,0.5,0.117,1,True
2212410,2.0,0.098,1,True
2657720,4.0,2.0,1,True
1603860,2.0,1.0,1,True
965860,1.0,0.781,1,True
457570,2.0,1.0,0,True
771700,8.0,3.0,1,True
359400,1.0,0.146,0,True
673910,4.0,0.098,0,True
446620,8.0,0.781,1,True
1697720,1.0,0.127,1,True
1548940,2.0,0.293,1,True
517370,0.25,1.0,0,True
390040,2.0,0.391,1,True
944180,8.0,7.479,1,True
1074170,2.0,1.0,0,True
1543430,4.0,8.0,1,True
327440,2.0,2.0,1,True
352610,0.5,0.391,0,True
248190,1.0,0.488,0,True
801750,2.0,1.0,1,True
2798600,2.0,1.0,0,True
492180,4.0,3.0,1,True
1983690,1.0,0.244,0,True
1149510,4.0,1.0,0,True
331460,2.0,0.244,0,True
1704060,4.0,1.0,0,True
529970,8.0,14.0,1,True
375520,2.0,0.049,0,True
1479890,4.0,0.977,0,True
446600,1.0,1.0,0,True
594040,1.0,0.928,0,True
357780,1.0,0.391,0,True
325260,4.0,1.0,1,True
665270,1.0,0.684,1,True
2708280,8.0,2.0,1,True
1990900,2.0,5.0,0,True
1455900,4.0,1.0,1,True
556860,2.0,2.0,1,True
394850,2.0,0.195,0,False
290000,1.0,0.254,1,True
431230,1.0,0.781,0,True
1543240,4.0,1.0,1,True
11280,0.25,0.049,1,True
1342120,4.0,1.0,1,True
949790,0.5,0.195,0,True
742490,2.0,1.0,0,False
1365750,2.0,1.0,1,True
661280,2.0,0.293,0,True
386560,2.0,0.293,0,True
255870,2.0,0.244,1,True
832320,4.0,1.0,1,True
2399060,4.0,2.0,1,True
582620,4.0,1.66,1,True
412170,0.5,0.391,0,True
1102650,4.0,2.0,0,True
2633950,8.0,2.0,1,True
347430,2.0,2.0,0,False
80360,0.062,0.342,0,True
532290,4.0,4.0,1,True
265170,0.25,0.488,1,True
563550,8.0,1.465,1,True
597970,2.0,0.146,0,True
625740,2.0,0.244,0,True
939000,4.0,0.293,1,True
1342080,4.0,0.586,1,True
1078510,2.0,1.0,1,True
775760,4.0,0.5,1,True
1591490,0.5,0.586,0,True
602430,2.0,1.0,0,True
626660,4.0,3.0,1,True
340830,1.0,1.465,1,True
295750,0.5,1.0,0,True
555580,2.0,0.488,0,True
1111940,4.0,0.488,1,True
480450,1.0,0.342,1,True
2925510,8.0,0.195,1,True
2176460,6.0,17.0,1,True
1546790,2.0,0.098,1,True
1032170,2.0,1.0,0,False
253790,2.0,0.098,0,True
1935470,1.0,3.0,0,True
2142540,8.0,0.176,1,True
1770830,2.0,1.0,1,True
844950,1.0,5.0,1,True
410430,2.0,3.0,1,True
578690,2.0,0.488,1,True
1074520,2.0,0.83,0,True
613450,8.0,4.0,1,True
1249070,8.0,9.0,1,True
922710,2.0,0.25,1,True
1192610,0.002,2.0,1,True
221830,1.0,6.0,0,True
726200,4.0,0.146,0,True
499620,8.0,0.977,1,True
294750,2.0,1.0,1,True
2834320,8.0,4.0,1,True
489110,2.0,1.953,1,True
1146510,0.488,0.195,0,True
1747890,4.0,4.0,1,True
1500970,2.0,0.195,0,True
1103880,8.0,2.0,1,True
1093330,8.0,12.0,1,True
610360,0.25,0.015,1,True
459540,2.0,0.586,1,True
2086850,4.0,4.0,1,True
271570,2.0,0.244,1,True
407300,1.5,0.371,0,True
1875310,8.0,10.0,0,True
625910,2.0,0.255,0,True
461810,1.0,1.0,0,True
1718910,2.0,0.244,1,True
2197650,8.0,1.0,1,True
1352200,3.0,3.0,1,True
2428840,4.0,2.0,1,True
773670,1.0,0.195,1,True
439310,1.0,1.27,0,True
434160,1.0,0.928,0,True
300400,2.0,0.195,1,True
573060,2.0,0.293,0,True
386700,0.488,0.293,0,True
277650,1.0,4.0,1,True
555050,4.0,3.0,1,True
252370,0.062,0.146,0,True
1579390,8.0,10.0,1,True
426330,2.0,1.0,0,False
3308560,4.0,4.0,1,True
762610,1.0,0.244,1,True
491220,1.0,1.172,0,True
1397130,2.0,2.0,1,True
1297210,4.0,0.488,0,True
676420,1.0,0.488,1,True
949600,4.0,0.098,1,True
1548350,4.0,0.244,0,True
1271300,2.0,2.0,0,True
340860,1.0,0.879,1,True
1852830,4.0,2.0,1,True
2004590,4.0,0.488,1,True
243780,2.0,0.586,0,True
650570,6.0,1.0,1,True
512490,4.0,0.293,1,True
1034940,0.5,1.0,0,True
1727000,4.0,0.391,0,True
1300600,4.0,2.0,1,True
430410,2.0,0.781,1,True
449510,4.0,3.0,1,True
277680,1.0,0.586,1,True
2394350,8.0,16.0,1,True
1598910,0.25,0.25,0,True
720660,2.0,0.488,1,True
692930,8.0,5.0,1,True
314470,1.0,0.098,0,True
347470,1.0,0.732,1,True
356390,2.0,0.342,1,True
393610,4.0,1.0,1,True
527190,0.25,2.0,0,True
1275790,2.0,1.27,1,True
916140,8.0,6.0,1,True
1232130,2.0,0.391,0,True
1101270,2.0,0.293,1,True
3050530,4.0,1.0,1,True
2189640,4.0,0.195,1,True
312720,0.5,0.325,0,True
2239130,4.0,10.0,1,True
814360,8.0,3.0,1,True
2788360,0.008,0.488,1,True
468100,4.0,6.0,1,True
2508980,8.0,15.0,1,True
1229060,4.0,0.195,1,True
536450,0.5,0.25,1,True
422860,4.0,8.0,1,True
2183230,4.0,2.0,0,True
2054770,2.0,1.0,1,True
319320,0.5,1.0,1,True
255340,1.0,0.195,1,True
1954750,0.5,0.146,1,True
710600,0.049,0.195,0,True
1390670,8.0,11.0,1,True
1899810,4.0,15.0,1,True
2503690,8.0,20.0,1,True
1204410,4.0,2.0,1,True
2113540,2.0,5.0,0,False
737870,2.0,0.293,1,True
1524530,4.0,0.293,1,True
1120360,2.0,1.0,0,True
1190160,1.0,0.586,0,True
1332620,4.0,2.0,1,True
1835810,0.5,1.0,0,True
352070,1.0,0.156,1,True
876220,2.0,1.0,1,True
586310,0.098,0.098,0,True
755410,4.0,3.0,1,True
710710,2.0,0.293,0,True
214570,0.5,0.098,0,True
38600,0.25,0.098,0,True
701380,2.0,0.293,1,True
922400,0.5,0.049,0,True
661290,6.0,14.0,1,True
296240,2.0,0.488,0,True
1090670,6.0,0.391,1,True
294140,1.0,0.5,0,True
573040,4.0,3.0,0,True
2820800,4.0,3.0,1,True
666610,0.5,0.029,0,True
444000,1.0,0.195,1,True
770490,4.0,0.293,1,True
3111240,2.0,12.0,1,True
1051950,4.0,2.0,1,True
2257460,4.0,4.0,1,True
1008510,2.0,2.148,1,True
839420,4.0,3.0,1,True
1885250,8.0,14.0,1,True
665030,0.244,0.293,1,True
677020,1.0,2.0,1,True
803150,6.0,10.0,1,True
425600,0.125,0.781,1,True
1706820,8.0,1.709,1,True
2225250,1.0,2.246,1,True
2165380,4.0,2.0,0,True
405970,4.0,4.0,0,True
942800,1.0,0.586,0,True
465000,0.5,0.098,1,True
1015130,6.0,10.0,1,True
1907380,4.0,0.244,0,True
1337530,4.0,10.0,1,True
710170,8.0,5.0,1,True
378260,2.0,0.293,1,True
1228320,4.0,1.0,1,True
99700,0.5,0.098,1,True
1269350,2.0,0.156,1,True
628320,1.0,2.0,1,True
2096620,4.0,14.0,1,True
354400,2.0,1.0,0,True
1834820,1.0,0.098,1,True
765940,4.0,0.049,1,True
957820,4.0,2.0,1,True
1589490,8.0,3.0,1,True
562260,0.5,0.146,1,True
1905940,8.0,0.488,1,True
434250,1.0,0.488,1,True
587400,4.0,4.0,1,True
803830,4.0,5.0,1,True
1058280,1.0,1.0,1,True
1661900,2.0,1.0,0,False
355970,4.0,0.586,1,True
2878710,4.0,0.293,0,True
324070,2.0,0.244,0,True
613390,1.0,0.195,0,True
2367480,8.0,4.0,1,True
965590,2.0,1.0,1,True
1370170,8.0,1.0,1,True
3044030,8.0,4.0,1,True
368140,0.5,0.4,0,True
566160,0.25,0.015,1,True
1342070,4.0,1.0,1,True
897630,2.0,1.0,0,True
2502940,4.0,0.488,0,True
1118840,0.5,1.0,1,True
262240,0.25,0.488,1,True
1184420,2.0,1.953,1,False
1218900,0.25,0.068,1,True
364050,1.0,1.465,0,True
612100,1.0,0.293,1,True
1031900,0.5,1.0,0,True
1134020,4.0,3.0,1,True
320330,2.0,2.93,1,False
1676910,4.0,10.0,1,True
494720,4.0,1.0,0,True
1191070,4.0,3.0,1,True
396890,8.0,0.488,1,True
904400,4.0,0.488,1,True
959350,4.0,0.713,1,True
1108640,1.0,1.0,0,True
2928700,4.0,30.0,0,True
381260,0.5,0.293,1,True
2477950,1.0,0.781,0,True
111600,1.0,0.488,0,True
1039830,4.0,2.0,1,True
1087460,4.0,2.0,1,True
360380,0.5,0.059,0,True
394430,2.0,2.0,1,True
2191490,1.0,0.244,0,True
1087440,3.0,0.195,1,True
1551630,4.0,1.0,1,True
1176160,1.0,0.029,1,True
823580,0.5,2.0,0,True
3074020,16.0,20.0,1,True
464650,2.0,1.013,0,False
460220,2.0,0.342,0,True
686440,2.0,0.098,0,True
1142810,1.953,1.0,1,True
323040,2.0,4.0,1,True
2821850,8.0,6.0,1,True
1896880,1.0,1.0,0,True
547480,8.0,1.0,1,True
2726870,8.0,2.0,1,True
1114650,0.5,2.0,0,True
1043430,2.0,0.586,1,True
293900,0.5,0.293,0,True
816720,1.0,0.586,1,True
362290,2.0,2.0,1,True
264560,0.125,1.758,1,True
1708110,1.0,2.0,0,True
1780470,4.0,1.0,1,True
1042160,1.0,0.195,0,True
1587290,1.0,1.0,1,True
401290,1.0,0.635,1,True
217290,0.25,0.195,1,True
384280,1.0,0.293,1,True
2562900,8.0,10.0,1,True
342580,0.5,0.293,0,True
1575640,4.0,5.0,1,True
443880,1.0,2.0,1,True
407230,0.5,0.244,0,True
1199760,2.0,2.0,1,True
510680,1.0,1.0,0,True
1221080,2.0,0.293,1,True
2280390,4.0,3.0,1,True
1168430,0.5,0.293,0,True
2846210,4.0,3.0,1,True
1068640,1.0,0.166,1,True
1089310,2.0,0.537,1,True
540510,4.0,0.244,0,True
944430,4.0,2.0,1,True
2882870,8.0,15.0,1,True
463460,0.5,1.0,0,True
296910,1.0,0.098,1,True
3373960,4.0,7.0,1,True
1095120,4.0,1.465,1,True
324520,1.0,0.5,1,True
429830,4.0,0.271,1,True
431280,2.0,2.0,1,True
682080,2.0,2.0,1,True
1249010,4.0,1.0,0,True
535150,1.0,0.195,0,True
1992590,4.0,1.0,1,True
662540,2.0,0.146,0,True
209950,1.0,0.098,0,True
810660,1.465,2.0,1,True
760550,2.0,1.0,0,True
2054740,1.0,0.293,1,True
2263980,3.0,5.0,1,True
2354940,4.0,1.0,1,True
1314820,4.0,15.0,1,True
1382320,0.5,0.078,1,True
1056690,1.0,0.488,0,True
1086840,4.0,0.879,1,True
1237730,2.0,2.0,0,True
602890,0.5,1.0,0,True
771710,1.0,3.0,1,True
270610,0.062,2.0,0,True
503210,2.0,0.195,1,True
1559300,4.0,0.488,1,True
676240,2.0,0.684,0,True
674960,4.0,0.098,1,True
2547140,4.0,0.293,0,True
1952170,1.0,0.244,0,True
1640890,4.0,9.0,1,True
1437500,4.0,10.0,1,True
206370,0.5,0.293,0,True
282100,1.0,0.195,0,True
496040,4.0,3.0,1,True
826540,4.0,0.195,1,True
1286330,2.0,2.0,0,True
420070,2.0,0.098,0,True
955320,0.5,0.103,0,True
1073810,2.0,1.367,1,True
346820,4.0,6.0,1,True
858860,4.0,3.0,1,True
437020,0.25,0.098,1,True
522020,8.0,10.0,1,True
1097770,4.0,2.0,1,True
1080040,4.0,5.0,1,True
434660,1.0,1.0,1,True
2119680,1.0,0.244,0,True
1011290,8.0,10.0,1,True
2935400,8.0,5.0,0,True
1266890,1.0,3.0,0,True
848060,4.0,3.0,1,True
1424290,8.0,6.0,1,True
510650,1.0,2.0,1,True
381890,2.0,0.293,0,True
839850,2.0,0.591,1,True
302610,0.5,0.02,0,True
839080,2.0,0.244,0,True
610410,2.0,2.0,1,True
758930,1.953,0.146,1,True
966400,2.0,0.586,1,True
3338380,2.0,2.0,1,False
413870,1.0,2.0,0,True
366380,0.25,0.781,0,True
1714550,2.0,1.0,1,False
1000470,0.5,0.062,1,True
257990,1.0,0.195,0,True
1592360,8.0,4.0,1,True
3088410,4.0,2.0,1,True
435490,4.0,1.0,1,True
1243670,0.5,1.0,0,True
1086640,1.0,0.488,1,True
358810,0.5,0.342,1,True
1812180,4.0,1.27,1,True
1202770,1.0,1.0,0,True
841350,2.0,2.0,0,True
372960,1.0,0.195,1,True
2992240,6.0,2.0,0,True
269230,0.312,0.162,0,True
1303990,8.0,2.539,1,True
2524360,2.0,2.0,1,True
330620,2.0,0.195,0,True
504690,2.0,2.0,1,True
262210,2.0,0.879,1,True
338980,0.5,0.125,0,True
63700,0.5,0.098,0,True
1215200,4.0,0.684,1,True
747620,2.0,0.732,1,True
251370,1.0,0.098,0,True
2277720,8.0,6.0,1,True
1238450,8.0,5.0,1,True
1266640,2.0,0.732,1,True
365870,1.0,0.098,0,True
1879640,8.0,2.0,0,True
2754340,2.0,3.0,0,True
2369950,2.0,2.0,1,True
1128570,2.0,0.195,0,True
2114370,4.0,1.0,1,True
2219800,4.0,1.0,1,True
345120,0.25,0.146,1,True
345990,3.0,4.0,1,True
388620,0.5,0.098,0,True
745000,1.0,0.293,1,True
372690,1.0,0.146,0,True
763030,0.062,1.465,0,True
1026400,1.0,0.195,0,True
1381440,2.0,0.293,0,True
555060,0.008,1.0,1,True
29800,0.062,0.031,1,True
635670,4.0,1.0,1,True
448580,4.0,0.195,1,True
283820,0.125,0.195,1,True
1722020,4.0,1.0,1,True
1193590,2.0,1.0,0,True
1094680,0.004,0.732,1,True
904750,2.0,0.879,1,True
411080,1.953,1.0,0,True
976500,4.0,5.0,1,True
689070,0.5,0.488,1,True
457320,2.0,1.0,1,False
1194680,4.0,2.0,1,True
319760,3.0,2.0,1,True
2116680,2.0,0.781,0,True
1844130,8.0,0.488,1,True
2288880,4.0,2.0,1,True
2356330,8.0,2.0,1,True
2402280,2.0,1.0,0,False
594050,8.0,8.0,1,True
960040,8.0,1.0,1,True
2453920,16.0,3.0,1,True
449730,2.0,0.488,0,True
1972460,1.0,0.732,1,True
284730,0.5,1.0,1,True
566490,2.0,2.0,1,True
985650,2.0,0.684,1,True
649600,1.0,0.195,0,True
1230560,2.0,4.0,1,True
1187840,4.0,3.0,1,True
494810,4.0,0.244,1,True
937770,1.0,1.0,0,True
930620,4.0,0.635,1,True
368680,1.0,0.146,0,True
1631350,4.0,0.586,1,True
793450,0.5,0.195,0,True
1671490,4.0,2.0,1,True
1384660,1.0,0.586,1,True
2936080,8.0,25.0,1,True
585180,1.0,0.244,0,True
2866430,2.0,1.0,0,True
1955110,4.0,2.0,1,True
2582730,6.0,2.0,1,True
2593450,4.0,0.488,1,True
373600,1.0,0.488,0,True
2225010,1.0,1.0,1,True
1151930,1.0,0.293,0,True
922040,2.0,2.0,1,True
1273250,4.0,0.342,1,True
680830,2.0,0.488,0,True
779090,2.0,1.0,1,True
1351900,0.5,0.098,0,True
842140,6.0,3.0,1,True
395270,2.0,1.0,1,False
1647940,2.0,1.0,1,True
2510890,1.0,2.0,1,True
489930,2.0,2.0,0,True
1529220,3.0,4.0,1,True
858360,8.0,5.0,1,True
1451120,8.0,1.0,1,True
385130,2.0,2.0,1,True
235250,1.0,0.098,0,True
311930,2.0,2.0,1,True
1787500,1.0,0.684,0,True
943380,4.0,0.195,0,True
1098340,0.25,0.02,1,True
686900,1.0,0.293,0,True
754840,1.0,0.293,0,True
839300,2.0,0.684,1,True
1001980,1.0,1.0,1,True
977690,8.0,3.0,1,True
972770,4.0,1.0,1,True
274700,0.5,0.026,0,True
450440,1.0,0.078,1,True
448080,0.5,0.195,1,True
749840,1.0,0.195,0,True
1949010,4.0,1.0,1,True
895600,1.0,0.12,1,True
1393570,8.0,5.0,1,True
2336580,4.0,0.391,0,True
1355650,8.0,2.0,1,True
2320040,4.0,3.0,1,True
1941110,0.5,0.83,0,True
645270,1.0,0.537,1,True
2717260,16.0,12.0,1,True
939990,2.0,2.0,1,True
770410,2.0,1.0,0,True
690150,4.0,1.0,1,True
1188900,4.0,0.488,1,True
2455920,4.0,0.195,1,True
1530800,4.0,4.0,0,True
671170,1.0,0.342,0,True
449680,1.0,0.068,0,True
360640,0.5,0.684,0,True
201570,0.5,0.195,0,True
2393770,4.0,1.0,1,True
1227570,2.0,3.0,0,True
1083760,2.0,0.049,0,False
636390,2.0,4.0,1,True
1819020,2.0,0.195,0,True
2738110,1.0,0.488,1,True
678850,2.0,1.0,1,True
2705890,1.0,0.488,0,True
409730,1.0,0.488,1,True
1213000,4.0,2.0,0,True
2508890,8.0,3.0,1,True
1973320,2.0,0.732,1,True
248350,0.5,0.293,1,True
406220,2.0,2.0,1,True
335700,4.0,5.0,1,True
3015270,0.5,1.0,1,True
1785300,3.0,5.0,1,True
2828590,8.0,15.0,1,True
1423780,0.5,0.488,1,True
334100,4.0,0.244,1,True
2096080,1.0,0.146,1,True
1264880,2.0,2.0,1,True
857500,4.0,0.488,0,True
880730,4.0,9.0,1,True
1015020,2.0,4.0,1,True
439250,0.5,0.244,0,True
1836030,2.0,1.0,0,False
2274500,0.781,8.0,1,True
1727520,2.0,2.0,0,True
3132310,2.0,2.0,1,False
429610,0.5,1.0,0,True
563190,4.0,12.0,1,True
904320,2.0,1.0,1,True
315340,2.0,1.0,1,True
1112340,2.0,6.0,1,False
1819230,0.125,0.068,0,True
699780,1.0,2.0,1,True
688740,4.0,1.549,1,True
1484620,1.0,0.098,1,True
263820,1.0,0.195,0,True
870110,1.0,0.195,0,True
903040,0.5,0.244,0,True
1650860,1.0,0.488,0,True
2846290,6.0,1.0,1,True
2377970,4.0,0.244,0,True
370300,0.5,0.098,0,True
1923690,1.0,0.244,0,True
3212530,4.0,4.0,1,True
2616720,0.5,1.0,1,True
