appid,min_text,hw_ram_gb,hw_storage_gb
1744670," Minimum:     OS *:  Windows 7    Processor:  Intel(R) Core(TM) i5 3337U    Graphics:  NVIDIA GeForce GTX 1060, AMD Radeon RX 580 or higher    DirectX:  Version 11    Storage:  3 GB available space  ",2.0,3.0
1582180, Minimum:     OS *:  Windows 7/ 8/ 10 (64-bit)    Processor:  Intel i5-4590/ AMD Ryzen 5 1500X or higher    Graphics:  NVIDIA GTX 960/ AMD Radeon R9 290 or higher  ,2.0,1.0
411570, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
374410, Minimum:     OS *:  Windows 7    Processor:  1GHz Processor    Graphics:  3D graphics card with 512Mb  ,2.0,1.0
375130, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
362160, Minimum:     OS *:  Windows XP    Processor:  Pentium 4. 2.0 Ghz    Storage:  535 MB available space    Additional Notes:  Resolution is 640x480  ,2.0,0.522
2878720," Minimum:    Requires a 64-bit processor and operating system    OS:  windows 10 - 64 bit    Processor:  Intel i5-7500 / Ryzen 5 1600 equivalent or greater    Graphics:  NVIDIA GTX 1060 / RX 580 equivalent or greater    VR Support:  Steam VR，Meta quest2,Meta quest3,Pico4  ",2.0,1.0
1796080, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows® 8.1/10/11 (64bit)    Storage:  499 MB available space    Additional Notes:  1280x720 or better Display  ,2.0,0.487
592270, Minimum:     OS *:  Windows 7/8/10/11    Processor:  Intel Pentium 2.0GHz or higher    Graphics:  DirectX 9 or above compatible card with 512MB VRAM or more    DirectX:  Version 9.0c    Storage:  300 MB available space    Sound Card:  DirectSound compatible sound card  ,2.0,0.293
2060480," Minimum:     OS *:  Windows 7 (SP1+), Windows 10 and Windows 11    Processor:  x86, x64 architecture with SSE2 instruction set support.    Graphics:  DX10, DX11, DX12 capable.    Additional Notes:  Hardware vendor officially supported drivers. For development: IL2CPP scripting backend requires Visual Studio 2015 with C++ Tools component or later and Windows 10+ SDK.  ",2.0,1.0
340320," Minimum:     OS *:  Windows 7    Processor:  Dual core from Intel or AMD at 2.0 GHz    Graphics:  nVidia 320M or higher, or Radeon 7000 or higher, or Intel HD 3000 or higher  ",2.0,1.0
2244200, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows® XP or higher    Processor:  Intel Pentium 3 or higher    Graphics:  64MB or greater graphics card    Storage:  5 GB available space  ,2.0,5.0
982580," Minimum:     OS *:  windows7/8/10    Processor:  any type    Graphics:  any type    Sound Card:  you must have one, need not too expensive  ",2.0,1.0
423120, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
838010, Minimum:     OS *:  Windows XP SP2+    Processor:  SSE2 instruction set support    Graphics:  DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities    Storage:  369 MB available space  ,2.0,0.36
682170, Minimum:     OS:  Windows 10  ,2.0,1.0
1107230, Minimum:     OS *:  WIndows 8    Graphics:  Graphics cards still under manufacturer support    Storage:  20 GB available space  ,2.0,20.0
2268470, Minimum:     OS:  The most basic Windows    Graphics:  Any    Storage:  320 MB available space    Additional Notes:  Get real good headphones  ,2.0,0.312
2770160, Minimum:     OS:  Windows 10 (64-bit) / Windows 11    Processor:  intel / amd    Graphics:  any    Storage:  100 MB available space    Sound Card:  any  ,2.0,0.098
428460, Minimum:     OS *:  Windows 7    Processor:  Intel Core i3 or better    Storage:  200 MB available space  ,2.0,0.195
421630, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2196980, Minimum:     OS:  Windows 10  ,2.0,1.0
968420, Minimum:     OS *:  Windows 7    Processor:  Intel Core i5-7200U  2.50GHz    Graphics:  with DX10 (shader model 4.0)    DirectX:  Version 9.0    Storage:  1 GB available space  ,2.0,1.0
294230," Minimum:     OS *:  Windows 7    Processor:  Dual core from Intel or AMD at 2.8 GHz    Graphics:  nVidia GeForce 7800, ATI/AMD Radeaon HD2600/3600  ",2.0,1.0
1814170, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Storage:  53 MB available space    Additional Notes:  Mouse &amp; Keyboard Required  ,2.0,0.052
800620, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1705930," Minimum:    Requires a 64-bit processor and operating system    OS *:  64bit Windows 7, Windows 8, Windows 10    Processor:  AMD Ryzen 3 3200G; Intel I3-9100F    Graphics:  GTX 1030 2GB    Sound Card:  Realtek HD Audio  ",2.0,1.0
2688900, Minimum:     OS *:  Windows 7  ,2.0,1.0
543980, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
994870, Minimum:     OS *:  Windows XP/ME/Vista/7/8/10    Processor:  1.0GHz CPU    Graphics:  128MB    Storage:  2 GB available space    Sound Card:  DirectX compatible sound card  ,2.0,2.0
92300,"   OS *:  Microsoft Windows XP, Windows Vista or Windows 7 								   Processor:  Intel Core™2 Duo Processor, AMD Athlon x2 Processor 								   Memory:  Windows XP：1GB, Windows Vista, 7：2GB 								   Graphics:  NVIDIA GeForce 7600 series, ATI Radeon HD 2400 series 								   DirectX®:  DirectX 9.0c 								   Hard Drive:  300 MB 								   Sound:  DirectSound compatible (DirectX 9.0c or higher) 								  ",2.0,0.293
1257850, Minimum:     OS *:  Windows 7 or higher    Processor:  AMD Phenom II X4    Graphics:  Intel HD 620  ,2.0,1.0
2417000, Minimum:    Requires a 64-bit processor and operating system    OS:  7  ,2.0,1.0
2536650, Minimum:     OS:  Windows    Processor:  Yes    Graphics:  Yes  ,2.0,1.0
332830," Minimum:     OS *:  Windows XP, Vista, 7, 8 or later    Graphics:  800x600 minimum resolution    Storage:  100 MB available space  ",2.0,0.098
37400,"
					 
					  OS:  Windows 
					  Processor:  Pretty much anything post-millennial, anything that runs DirectX 9.0c for particle effects. 
					  Memory:  Anything over 256MB should do, anything that runs DirectX 9.0c for particle effects. 
					  Graphics: Any DirectDraw compatible. PixelShader 1.4/ DirectX 9.0c capable card required for particle effects.  
					  DirectX&reg;:  9.0c required for particle effects 
					  Hard Drive:  150 MB 
					  Sound:  Any Windows-compatible soundcard 
					 
					",2.0,0.146
862580," Minimum:     OS *:  Windows Vista SP1 or higher    Graphics:  Graphics card with DX10 (shader model 4.0) capabilities.    DirectX:  Version 10    Storage:  250 MB available space    Sound Card:  Yes.    Additional Notes:  This game is extremely light to run due to how it handles the resolution and graphics. You do not need a mouse to play, everything is controlled with a keyboard or a controller.  ",2.0,0.244
2997260, Minimum:     OS:  Windows 10    Processor:  AMD FX 6350 / Intel i3 4150    Graphics:  NVIDIA GeForce GT 740    Storage:  200 MB available space  ,2.0,0.195
318310, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
356000, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
800600, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2090650, Minimum:     OS *:  Windows 7    Processor:  Intel(R) Core(TM) i5-3570 CPU @3.4GHz  ,2.0,1.0
386520, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
396230, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
576620," Minimum:     OS *:  WIN 7 ,WIN 10    Processor:  i5    Graphics:  GT960    Storage:  500 MB available space    VR Support:  SteamVR  ",2.0,0.488
2494440, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    VR Support:  Steam VR  ,2.0,1.0
2169120, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
705610, Minimum:     OS *:  Microsoft® Windows® XP/2000    Processor:  PC with 800MHz Intel® Pentium® III equivalent or higher processor    Graphics:  1024x768 or better video resolution in High Color mode    Storage:  128 MB available space    Sound Card:  DirectSound-compatible sound card  ,2.0,0.125
733050, Minimum:     OS *:  Windows 7+  ,2.0,1.0
359560," Minimum:     OS *:  Windows XP+    Processor:  SSE2 instruction set support    Graphics:  ATI Radeon 9500 and up, Radeon X series, Radeon HD series, NVIDIA GeForce 6xxx, 7xxx, 8xxx, 9xxx, GeForce GT, GTX series, Intel GMA X3000 (965) and up.    DirectX:  Version 9.0    Storage:  539 MB available space  ",2.0,0.526
1006930, Minimum:     OS *:  Windows XP or later    Processor:  1.5 GHz Core2Duo    Graphics:  OpenGL 2 or higher    Storage:  430 MB available space  ,2.0,0.42
2615290, Minimum:     OS:  Windows 10    Processor:  Intel i5    Graphics:  GeForce GT 710    DirectX:  Version 11    Storage:  1300 MB available space  ,2.0,1.27
339510, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1747560, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10  ,2.0,1.0
2120320, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1577320, Minimum:     OS:  Windows 10    DirectX:  Version 11    Network:  Broadband Internet connection    Storage:  4 GB available space  ,2.0,4.0
2459180," Minimum:     OS:  Windows 10, Windows 11    Processor:  2.0 Ghz    Graphics:  1Gb Video Memory    Storage:  1 GB available space  ",2.0,1.0
1401220," Minimum:     OS *:  Windows xp/7/8/10    Processor:  Intel Core 2 Quad Q6600 @ 2.4 GHz, AMD FX 8120 @ 3.1 GHz    Graphics:  DirectX 9 compatible graphics card  ",2.0,1.0
482990, Minimum:     OS *:  Windows XP and newer    Processor:  1Ghz    Graphics:  DirectX or OpenGL compatible card    Storage:  60 MB available space  ,2.0,0.059
799510," Minimum:     OS *:  Windows 7, 8, 8.1, or 10    Storage:  151 MB available space  ",2.0,0.147
423320, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1783800, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7    Processor:  Requires a 64-bit processor and operating system    Graphics:  Support for Vulkan  ,2.0,1.0
2725090," Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 SP1+, 8, 10; 64-bit versions only    Processor:  SSE2 instruction set support    Graphics:  Graphics card with DirectX 11 support and Shader Model 4.5  ",2.0,1.0
918380, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1259530, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows Vista+    Graphics:  OpenGL 2.1+    Storage:  50 MB available space  ,2.0,0.049
447890," Minimum:     OS *:  Windows 7    Processor:  Dual core from Intel or AMD at 2.0 GHz    Graphics:  nVidia 320M or higher, or Radeon 7000 or higher, or Intel HD 3000  ",2.0,1.0
2682120," Minimum:     OS *:  Windows 7 (SP1+), Windows 10 and Windows 11    Processor:  x86, x64 architecture with SSE2 instruction set support    Graphics:  DX10, DX11, DX12 capable    DirectX:  Version 10    Storage:  1 GB available space  ",2.0,1.0
318330, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
416640, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
314200, Minimum:     OS *:  Windows XP    Processor:  1Ghz    Graphics:  DirectX or OpenGL compatible card    Storage:  185 MB available space  ,2.0,0.181
1111810, Minimum:     OS *:  Microsoft® Windows® XP / Vista / 7 or higher    Processor:  Dual Core 2.0 GHz or higher    Graphics:  Compatible with DirectX 8.1    DirectX:  Version 8.1    Storage:  60 MB available space  ,2.0,0.059
1658880," Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7    Processor:  2.0 GHz+, 32-bit    Graphics:  ATI Radeon X1300/NVIDIA GeForce 6600 GT/Intel HD 3000 or better    Network:  Broadband Internet connection    Storage:  200 MB available space    Sound Card:  Intel High Definition Audio  ",2.0,0.195
438080, Minimum:     OS *:  Windows 7    Processor:  1.0 GHz Processor    Graphics:  DirectX compatible graphics  ,2.0,1.0
299540, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7    Storage:  50 MB available space  ,2.0,0.049
1198040, Minimum:     OS *:  Windows 7 SP1+    Processor:  SSE2 instruction set support    Graphics:  Graphics card with DX10 (shader model 4.0) capabilities    Additional Notes:  Made With Unity  ,2.0,1.0
397780, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
574940," Minimum:    Requires a 64-bit processor and operating system    OS:  Windows™ 10    Processor:  Intel™ Core™ i5-4590 or AMD FX™ 8350, equivalent or better    Graphics:  NVIDIA GeForce™ GTX 970 or AMD Radeon™ R9 290, equivalent or better    DirectX:  Version 11    Storage:  3 GB available space    VR Support:  SteamVR    Additional Notes:  64 Bit and Oculus Touch / HTC Vive required  ",2.0,3.0
1391450, Minimum:     OS *:  Microsoft® Windows® 7/8/8.1/10 (32bit/64bit)    DirectX:  Version 9.0    Storage:  360 MB available space    Additional Notes:  1280x720 or better Display  ,2.0,0.352
425160," Minimum:     OS *:  Windows XP SP2, Vista, 7, 8, 10 or newer    Processor:  SSE2 instruction set support    Graphics:  GPU with DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work.    Storage:  100 MB available space  ",2.0,0.098
335920, Minimum:     OS *:  Windows 7  ,2.0,1.0
2263510, Minimum:     OS:  10  ,2.0,1.0
417980, Minimum:     OS *:  Windows XP    DirectX:  Version 9.0  ,2.0,1.0
401840, Minimum:     OS *:  Windows XP    Processor:  1.7Ghz    Graphics:  512MHz GPU    DirectX:  Version 9.0    Storage:  200 MB available space  ,2.0,0.195
1093520, Minimum:     OS *:  Windows 7 SP1+    Processor:  Supporting SSE2 instructions    Graphics:  DX10 compatible graphics card (shader model 4.0)  ,2.0,1.0
657290, Minimum:     OS *:  Windows 7    Storage:  350 MB available space  ,2.0,0.342
2497210, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Processor:  Intel i3 or similar    Storage:  2 GB available space  ,2.0,2.0
1322650, Minimum:     OS *:  Windows 7 or later    Storage:  35 MB available space  ,2.0,0.034
402150, Minimum:     OS *:  Windows XP or above    Storage:  700 MB available space  ,2.0,0.684
624320," Minimum:     OS *:  Windows 7+    Processor:  1.7 GHz Processor    Graphics:  Nvidia or AMD graphics card with updated drivers, 256 MB    Storage:  350 MB available space    Additional Notes:  Mouse and keyboard or Xbox 360 controller  ",2.0,0.342
1832050," Minimum:     OS:  64-bit Windows 10 or newer    Processor:  Intel i5, 2.4 GHz or better    Graphics:  AMD GCN-based GPU, Nvidia Kepler-based GPU or newer, Intel HD 4000 or newer (requires Metal)  ",2.0,1.0
405650," Minimum:     OS *:  Windows XP+    Processor:  SSE2 instruction set support, generally everything made since 2004 should work    Graphics:  DX9 (shader model 2.0) capabilities; generally everything made since 2004 should work    DirectX:  Version 9.0    Storage:  75 MB available space  ",2.0,0.073
1261760, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10  ,2.0,1.0
343930, Minimum:     OS *:  Windows XP SP3    Processor:  1500 MHz    DirectX:  Version 9.0    Storage:  250 MB available space  ,2.0,0.244
1892950, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2317300, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 or higher    Processor:  3.0 GHz    Graphics:  Video card with 2GB of VRAM    DirectX:  Version 11    Storage:  3 GB available space  ,2.0,3.0
2084180, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows® 8.1/10/11 (64bit)    Storage:  561 MB available space    Additional Notes:  1280x720 or better Display  ,2.0,0.548
2098070, Minimum:     OS:  WIN7 SP1/WIN8/WIN10    Processor:  1000MHz    Storage:  2 GB available space  ,2.0,2.0
885120, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1233950, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
446310, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
858040, Minimum:     OS *:  Windows 7+  ,2.0,1.0
748890, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
476490, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2251580, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
333260, Minimum:     OS *:  Microsoft® Windows® Vista / 7 / 8    Processor:  2GHz processor    Graphics:  DirectX 9 compatible graphics card with at least 256MB of video memory    Storage:  500 MB available space  ,2.0,0.488
370150, Minimum:     OS *:  Windows XP    Storage:  100 MB available space  ,2.0,0.098
416110, Minimum:     OS *:  Windows 7 - 32-bit    Processor:  Intel i3    Graphics:  Intel HD 4000    DirectX:  Version 9.0    Storage:  100 MB available space    Sound Card:  Probably a good idea  ,2.0,0.098
385070, Minimum:     OS *:  Windows XP or above    Processor:  Intel Pentium 4 2.Ghz or above    Graphics:  Minimum 640x480 Desktop Resolution    Storage:  500 MB available space    Sound Card:  Stereo Sound  ,2.0,0.488
1239660, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10  ,2.0,1.0
1968540, Minimum:     Additional Notes:  A display with 16:9 aspect ratio is highly recommended  ,2.0,1.0
2174900, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7 SP1  ,2.0,1.0
370920, Minimum:     OS *:  Windows XP+    DirectX:  Version 9.0  ,2.0,1.0
1610230, Minimum:    Requires a 64-bit processor and operating system    Storage:  200 MB available space  ,2.0,0.195
2318810, Minimum:     OS:  win9-10    Processor:  intel corei5 34700    Graphics:  intel HD Graphic    Storage:  500 MB available space  ,2.0,0.488
304290, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7    Storage:  50 MB available space  ,2.0,0.049
377660, Minimum:     OS *:  Windows XP+    Processor:  Intel or AMD    DirectX:  Version 9.0    Storage:  200 MB available space  ,2.0,0.195
334140," Minimum:     OS *:  Windows XP or newer    Processor:  1GHz Dual-Core    Graphics:  Any OpenGL 3.2 capable card (Radeon HD 2xxx Series or Mobility Radeon HD 4330; GeForce 8xxx(M) Series; Intel HD Graphics, Ivy Bridge; or higher)    Storage:  200 MB available space    Additional Notes:  Roche Fusion will run on any graphics card with support for OpenGL 3.2 or higher. If you are not sure that your card supports this, please make sure to look it up before you buy the game. (This is especially important for older AMD mobile, and integrated Intel GPUs).  ",2.0,0.195
1861500, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7    Graphics:  OpenGL 3.3 or later    Storage:  4 MB available space    Additional Notes:  Display resolution: 1280 x 720  ,2.0,0.004
439770, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
281060, Minimum:     OS *:  Windows XP or later    Processor:  Intel Core™ Duo or better    Graphics:  DirectX 9 compliant video card    Storage:  400 MB available space  ,2.0,0.391
235720, Minimum:     Processor: 2.0GHz processor  ,2.0,1.0
682470," Minimum:     OS *:  windowsXP,Vista,7,8,10    Processor:  1Ghz or faster processor    Graphics:  512MB VRAM    Storage:  1 GB available space  ",2.0,1.0
1118740," Minimum:     OS *:  Windows 7, 8, 10, 32/64-bit    Processor:  1.6GHz or above    Graphics:  AMD Radeon HD 6670, GeForce GTX 200 series with at least 1GB    Storage:  500 MB available space    Sound Card:  Direct X 9.0c sound device  ",2.0,0.488
524560, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
524540, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2541310, Minimum:     OS:  Windows 10    Processor:  2 GHz or faster processor    Graphics:  Shader Model 5.0    DirectX:  Version 11    Storage:  400 MB available space  ,2.0,0.391
1524350, Minimum:     Storage:  500 MB available space  ,2.0,0.488
406650, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1584450,,2.0,1.0
492370, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2432000," Minimum:     OS:  Windows 10, 64 Bit    Processor:  Intel i5 or new-gen i3 / AMD equivalent    Graphics:  NVIDIA GeForce GTX 1050    DirectX:  Version 12    Network:  Broadband Internet connection  ",2.0,1.0
2729000, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Processor:  Yes    Graphics:  Yes  ,2.0,1.0
2909230, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10 x64    Processor:  Intel Core i5  ,2.0,1.0
1667490," Minimum:     OS *:  Windows 7    Processor:  x86, x64 architecture with SSE2 instruction set support    Graphics:  DX10, DX11, DX12 capable  ",2.0,1.0
388730, Minimum:     OS *:  Windows XP    Graphics:  DirectX 9.0    DirectX:  Version 9.0    Storage:  450 MB available space  ,2.0,0.439
2162160, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2330960, Minimum:     OS:  windows10  ,2.0,1.0
2508210, Minimum:     OS *:  Windows 7/8/10/11    Processor:  Intel Pentium G6400    Graphics:  NVIDIA GTX 1050 Ti  ,2.0,1.0
2806230," Minimum:     OS *:  Windows 7 (SP1+), Windows 10 and Windows 11    Processor:  x86, x64 architecture with SSE2 instruction set support    Graphics:  DX10, DX11, DX12 capable    DirectX:  Version 10    Storage:  1 GB available space  ",2.0,1.0
401120, Minimum:     OS *:  Windows 7    Processor:  1.5GHz Processor    Graphics:  3D graphics card with 512Mb  ,2.0,1.0
2353130, Minimum:     OS:  WIN10    Processor:  Pentium Dual Core级以上    Graphics:  Geforce FX5600级/ATI Radeon9600以上 (支持Shader 2.0以上的显卡)    DirectX:  Version 9.0c    Storage:  800 MB available space    Sound Card:  DirectX 可互换声卡    Additional Notes:  WINDOWS XP以下不能运行（含XP)  ,2.0,0.781
736930," Minimum:     OS *:  Windows 7, 8, 10    Processor:  1.6 GHZ    Storage:  512 MB available space    Sound Card:  256 Mb Card  ",2.0,0.5
312300, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7    Storage:  50 MB available space  ,2.0,0.049
3013740, Minimum:    Requires a 64-bit processor and operating system    OS:  7  ,2.0,1.0
446330, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2172490, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10/11    Processor:  Intel i5 / AMD 3 Series    Graphics:  Integrated Graphics    Storage:  1 GB available space  ,2.0,1.0
906600," Minimum:     OS *:  Windows Vista, 7, 8, or 10    Storage:  200 MB available space    Additional Notes:  -  ",2.0,0.195
2098080, Minimum:     OS *:  Windows 7    Processor:  1.3 Ghz and above    Graphics:  1GB of VRAM  ,2.0,1.0
3344150, Minimum:     OS *:  Windows 7/8/10/11    Processor:  Intel Pentium G6400    Graphics:  NVIDIA GTX 1060  ,2.0,1.0
1010970, Minimum:     OS *:  Windows XP/Vista/7/8/10    Processor:  Intel® Core 2 Duo    Storage:  800 MB available space  ,2.0,0.781
444430," Minimum:     OS:  7 SP1+, 8, 10    Processor:  SSE2 instruction set support    Graphics:  DX9 (shader model 2.0) capabilities    DirectX:  Version 9.0    Storage:  150 MB available space  ",2.0,0.146
2426020, Minimum:     OS:  7 or up should do    Processor:  Casio Calculator    Graphics:  You can try without one    Storage:  800 MB available space    Sound Card:  Yes  ,2.0,0.781
1052580, Minimum:     OS *:  Windows 7 SP1+    Processor:  SSE2 instruction set support    Graphics:  DX10 (shader model 4.0) capabilities    DirectX:  Version 10  ,2.0,1.0
1572270, Minimum:     OS:  Probably Windows 10    Additional Notes:  This game shouldn't be too taxing on your computer  ,2.0,1.0
742150, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1081880," Minimum:     OS *:  windowsXP,Vista,7,8,10    Processor:  1Ghz or faster processor    Graphics:  512MB VRAM    Storage:  1 GB available space  ",2.0,1.0
524520, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
365210, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1722520," Minimum:     OS *:  Windows 7, 8, 10    Processor:  2.3 GHz Dual Core    Graphics:  Intel HD 4000    Storage:  350 MB available space  ",2.0,0.342
2004610, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2241390, Minimum:    Requires a 64-bit processor and operating system    OS:  Requires a 64-bit processor and operating system    Graphics:  preferably    Storage:  130 MB available space  ,2.0,0.127
763930, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
594660, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2249040, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
992120, Minimum:     OS *:  Windows 7    Processor:  Intel Core i5    Graphics:  Nvidia GTX570    DirectX:  Version 10    Storage:  400 MB available space  ,2.0,0.391
1779760, Minimum:     OS:      Processor:      Memory:  越大越好 GB RAM    Graphics:      Storage:  1 GB available space  ,2.0,1.0
1677360, Minimum:    Requires a 64-bit processor and operating system    Storage:  80 MB available space  ,2.0,0.078
607660, Minimum:     OS *:  Windows XP/Vista/7/8/10    Processor:  1.6GHz  ,2.0,1.0
466430, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2706900, Minimum:     OS:  windows  ,2.0,1.0
2182590, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1914740, Minimum:     OS *:  Windows 7  ,2.0,1.0
343370, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
489580," Minimum:     OS *:  Windows 7, Windows 10    Processor:  Intel Dual Core    Graphics:  GeForce 9600 GT    DirectX:  Version 9.0c    Storage:  500 MB available space  ",2.0,0.488
865270, Minimum:     OS *:  Windows 7 SPI+    Processor:  SSE2 instruction set support    Graphics:  Graphics card with DX10 (shader model 4.0) capabilities    DirectX:  Version 10    Storage:  250 MB available space  ,2.0,0.244
2677040, Minimum:     OS:  Windows    Processor:  Any computer produced in the 21st century can run this game    Graphics:  Any computer produced in the 21st century can run this game    Storage:  1024 MB available space    Sound Card:  Any computer produced in the 21st century can run this game    Additional Notes:    ,2.0,1.0
1244930, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1132100, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
1680500," Minimum:     OS *:  XP, Vista, Windows 7, Windows 8.1, Windows 10    Processor:  1.6 Ghz    Graphics:  128 MB di RAM    DirectX:  Version 9.0    Storage:  1 GB available space  ",2.0,1.0
1171820, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
532980," Minimum:     OS *:  Windows 7, 8.1 or 10    Storage:  200 MB available space  ",2.0,0.195
2202690, Minimum:     Additional Notes:  A display with 16:9 aspect ratio is highly recommended  ,2.0,1.0
2736480, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Processor:  2.3 GHz Dual Core    Graphics:  Intel HD 4000    Storage:  700 MB available space  ,2.0,0.684
1761630, Minimum:     OS:  Windows 10  ,2.0,1.0
1110030, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
596910, Minimum:    Requires a 64-bit processor and operating system    OS *:  Windows 7  ,2.0,1.0
2891250, Minimum:     OS:  Windows 10  ,2.0,1.0
1215320, Minimum:    Requires a 64-bit processor and operating system    OS:  Windows 10    Storage:  565 MB available space  ,2.0,0.552
1602980, Minimum:     OS *:  win 7    Processor:      Graphics:      Sound Card:    ,2.0,1.0
2127230," Minimum:     OS *:  Windows 7    Processor:  it's best if you have one    Graphics:  you'll need a screen    Storage:  60 MB available space    Sound Card:  if your computer can play sound, you should be good    Additional Notes:  in theory, if your computer can run Windows, it can run MOONPONG  ",2.0,0.059
3509770, Minimum:     OS:  Windows 10 Home 64bit    Storage:  700 MB available space  ,2.0,0.684
