appid,num_ok,w_mean,w_med,w_min,w_max,h_mean,h_med,h_min,h_max,bright_mean,bright_med,bright_min,bright_max,cont_mean,cont_med,cont_min,cont_max,sharp_mean,sharp_med,sharp_min,sharp_max,edge_mean,edge_med,edge_min,edge_max,hue_mean,hue_med,hue_min,hue_max,sat_mean,sat_med,sat_min,sat_max,col_mean,col_med,col_min,col_max,ent_mean,ent_med,ent_min,ent_max
362890,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,40.82563006365741,42.29034794560185,34.07556568287037,44.646258680555555,38.60758272955477,41.09833050511594,24.34970434959168,47.883965558395495,210.1056750117078,163.55178435617572,83.59765227274791,429.72147906173177,0.018272810570987653,0.018984374999999998,0.009895833333333333,0.025226658950617285,77.83376422646606,88.16557364004629,14.747454668209876,120.25645495756173,161.34491235050155,157.84889925733023,103.91556037808643,225.76629050925925,41.18490743637085,45.16765785217285,17.267793655395508,57.13652038574219,6.479007005691528,6.420452117919922,6.223137378692627,6.851986408233643
367520,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,86.68948350694444,84.54304181134259,58.860770158179015,118.81108024691358,59.412081697107595,58.0296273429541,39.080799691145636,82.50827241137654,100.66812182709879,88.22606550372774,28.207966326538468,198.01238997440117,0.02651282793209877,0.031220100308641974,0.008650173611111112,0.0349609375,113.61456247588734,104.8613739390432,85.84156346450617,158.8939385609568,134.05092206790124,127.89064356674382,87.53539255401235,192.88700858410493,54.44208908081055,55.5017204284668,34.23657989501953,72.52833557128906,7.443817138671875,7.508050918579102,7.022397994995117,7.73676872253418
376210,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,77.68409927179785,76.78463252314815,56.67952208719136,100.48760995370371,46.98248478160977,43.47059024408399,32.329095002844205,68.6596636354269,830.3038129549576,730.9369142899441,216.8430853937929,1642.4983378461495,0.07575038580246914,0.07369333526234567,0.05496286651234568,0.10065200617283951,52.748089916087956,51.57605179398148,33.721148244598766,74.11910783179012,69.63205258969907,65.97566695601853,51.24888406635802,95.32799238040124,21.05225658416748,20.52738666534424,18.450834274291992,24.703418731689453,7.080677390098572,7.0806732177734375,6.918201923370361,7.243161201477051
379430,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,69.25138720100308,69.98254219714507,59.751512827932096,77.28895158179013,61.76115591016544,64.31483263491617,37.877229177171586,80.53772919365784,1222.4409880445612,1477.7925496588905,357.17092113176636,1577.0079317286975,0.08950870466820987,0.10330005787037036,0.03155478395061728,0.11987991898148148,38.03972378954475,42.68174623842593,17.418338638117284,49.37706404320988,81.9334319540895,81.68663652584877,68.64270399305556,95.71775077160494,28.925251483917236,29.566762924194336,22.929330825805664,33.63814926147461,7.050191164016724,7.122859716415405,6.5448808670043945,7.4101643562316895
383870,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,93.18223620756173,90.93211974344136,60.6113175154321,130.2533878279321,55.55700809449186,60.239867595801044,31.500265703493618,70.24803148287174,1156.870252831509,1124.8015277218005,235.86237894005586,2142.01557694238,0.07117078993055556,0.06490113811728394,0.024890046296296296,0.12999083719135804,60.01719919463734,68.56916835455247,15.567628761574074,87.36283130787037,161.3235792824074,165.9273377218364,104.8430184220679,208.5966232638889,59.67633819580078,53.68111610412598,48.58750534057617,82.755615234375,7.240957856178284,7.361954927444458,6.5356645584106445,7.704257011413574
387990,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,96.28999216338734,94.31198447145061,78.6071344521605,117.92886525848765,46.37550124930762,48.18839410370503,35.28651579811444,53.83870099170597,322.9365217001438,305.1051937719552,165.53848227582014,515.9972169808448,0.047160976080246914,0.04182653356481482,0.03587673611111111,0.06911410108024692,56.40629846643519,48.852079716435185,38.79140239197531,89.12963204089506,132.86832212094907,132.68049286265432,93.23885175540123,172.87345100308642,71.71758937835693,67.95232200622559,59.996253967285156,90.9694595336914,7.039007067680359,7.037079334259033,6.895942687988281,7.185926914215088
391540,4,638.5,640.0,634.0,640.0,479.0,480.0,476.0,480.0,42.08406657634527,41.021482762065546,22.226341145833334,64.06695963541667,62.87970338820962,66.32470734056693,48.96276618387608,69.90663268782852,3556.025550371894,3509.924172121018,1081.1686002604167,6123.085256985124,0.04072343933198773,0.04076816772647545,0.017779947916666667,0.06357747395833334,38.30075183990937,37.392696940104166,5.819582880470801,72.59803059895833,54.977417564414,50.96877393091133,35.389541015625,82.58258138020834,53.56101703643799,54.88308525085449,36.58528137207031,67.89261627197266,2.2172752022743225,2.0390344858169556,1.4610629081726074,3.3299689292907715
392110,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,49.18848898051698,52.19224705825617,36.32358603395062,56.04587577160494,50.05902668221729,50.85874828780064,37.65145238302382,60.86715777024403,446.26447933985514,243.655588829191,73.73604889516017,1224.0106908058783,0.02375759548611111,0.01687331211419753,0.009625771604938271,0.05165798611111111,58.648537688078704,55.41261839313272,25.901076871141974,97.8678370949074,124.6269964072145,128.70653645833335,51.52840760030864,189.56650511188272,53.828697681427,54.34901809692383,26.278566360473633,80.33818817138672,6.791281819343567,6.863562822341919,6.347019195556641,7.090982437133789
413150,4,1897.0,1920.0,1828.0,1920.0,1080.0,1080.0,1080.0,1080.0,71.91128297814392,73.72671887874152,18.02247444058642,122.16921971450617,38.826276097738074,38.69805470175059,23.421576521064548,54.487418466386565,907.4198616719027,801.2962048954607,142.36101273058748,1884.7260241661018,0.09705412826581368,0.11278013153162736,0.011887056327160493,0.1507691936728395,50.59723386066706,39.641433015046296,25.472066454475307,97.63400295810034,183.90582053172992,201.5974319585216,124.48409722222222,207.94432098765432,73.93006420135498,78.04298782348633,25.556293487548828,114.07798767089844,6.258998990058899,6.617956638336182,4.53124475479126,7.268837928771973
414340,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,79.22628110532406,85.79992790316358,38.420163483796294,106.88510513117284,50.294320173794276,52.405481223189106,25.95248894905346,70.4138292997454,291.2017463290283,281.809088796791,152.30421883888172,448.8845888836496,0.03084104938271605,0.030080536265432098,0.019266493055555556,0.04393663194444444,72.7789776234568,77.03239510995371,23.4885050154321,113.56261525848765,80.68592616705247,61.987183400848764,43.43365933641975,155.3356785300926,24.74872374534607,17.811409950256348,10.980488777160645,52.39158630371094,7.309802532196045,7.533432483673096,6.34778356552124,7.824561595916748
414700,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,29.823256896219135,25.242750048225307,19.89469955632716,48.912827932098764,28.35211286181754,28.76946072415964,23.5418068717435,32.327723127207385,95.82312390906921,88.54677588531385,51.288290412769335,154.91065345287979,0.012655285493827162,0.010001687885802468,0.009768036265432099,0.020849729938271604,74.71275704089506,77.89439863040124,37.872829861111114,105.18940104166667,119.44856807002316,122.47648196373457,49.01042004243827,183.83088831018517,26.14641308784485,12.628856182098389,10.885503768920898,68.44243621826172,5.871204733848572,5.82094144821167,5.458613872528076,6.384322166442871
418240,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,97.46812391493054,82.33275559413579,67.51536265432098,157.69162181712963,40.01013204123212,43.65230132482836,24.10209628196938,48.63382923330236,1001.3604873872138,1161.7017664818522,233.44325183845595,1448.5951647466945,0.10121395158179013,0.11323784722222222,0.03446180555555556,0.1439183063271605,63.80293438946759,78.37877242476851,12.91160686728395,85.54258584104939,96.13351767457561,115.72052734375,34.55709731867284,118.53591869212963,35.24639320373535,37.44632530212402,20.15493392944336,45.93798828125,7.083798289299011,7.23954701423645,6.383691787719727,7.472407341003418
424840,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,33.25761851369599,29.045557966820986,28.281037808641976,46.6583203125,24.10991622256063,21.616156063418227,13.5839024505663,39.62345031283977,56.880707028992646,52.095613155376626,12.079945987244072,111.25165581797324,0.010342158564814815,0.009744164737654321,0.0011357060185185185,0.0207445987654321,115.8653302228009,114.55305410879629,94.63834297839506,139.71686969521605,67.89604877989969,65.87248673804012,57.85559702932099,81.98362461419752,11.562299251556396,11.041382789611816,7.9141082763671875,16.252323150634766,5.358450889587402,5.168087482452393,4.790425777435303,6.3072028160095215
427520,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,58.37901210455247,61.16397665895062,25.528130787037036,85.6599643132716,34.725903111146586,38.809907442590074,16.687774380965053,44.59602317844114,2655.6417849615405,2014.880081424555,446.292231847725,6146.514745149327,0.15441936728395061,0.15245515046296296,0.031112557870370372,0.2816546103395062,42.87793475115741,44.858275462962965,18.048552758487656,63.74663532021605,114.44037422839507,110.87822506751544,85.03934751157408,150.96569926697532,40.09375047683716,43.91510200500488,16.196672439575195,56.34812545776367,6.809248685836792,7.069302082061768,5.660521507263184,7.437869071960449
433340,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,114.62343653549382,117.63228395061728,98.3071768904321,124.92200135030865,46.90532382797936,47.92646924749416,41.92432272366392,49.84403409326521,309.2319970667808,296.08552555787804,241.8624247184475,402.89451243291967,0.028404103973765433,0.0270288387345679,0.017995273919753085,0.04156346450617284,91.90891710069444,99.33745322145062,44.760733024691355,124.20002893518519,115.99888418692129,121.68772280092594,85.79206018518518,134.82803096064814,83.3971176147461,80.52830123901367,69.55560302734375,102.97626495361328,7.228758811950684,7.321718692779541,6.7383317947387695,7.533266067504883
457140,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,86.8518482349537,87.62963927469136,65.28808111496913,106.86003327546297,59.296919972609174,59.517002917539315,54.48386010057753,63.66981395478053,1227.034007318458,858.0965643155707,289.745900751711,2902.196999890979,0.08459972993827161,0.07975983796296296,0.04238425925925926,0.13649498456790124,67.34816418306328,67.49499373070988,27.49570601851852,106.90696325231481,89.03097161940586,85.8206216242284,81.4095172646605,103.07312596450618,32.771687507629395,31.913442611694336,29.042041778564453,38.21782302856445,7.390846371650696,7.423935890197754,7.084982395172119,7.630531311035156
477160,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,133.83871057581018,142.0700569058642,90.75619164737654,160.4585368441358,60.150202246493365,59.57924760458965,51.538067591429005,69.90424618536514,385.0524266369824,377.78180497878753,252.40029510807454,532.2458014822798,0.031635923032407406,0.031693190586419756,0.024307484567901234,0.03884982638888889,42.51018675250772,46.87538580246914,26.22525318287037,50.06472222222222,61.61876844618055,58.70499180169753,48.54316550925926,80.5219246720679,42.5711088180542,36.49466896057129,32.51642608642578,64.77867126464844,7.0235432386398315,7.18212628364563,6.288667678833008,7.441252708435059
508440,4,1916.75,1920.0,1907.0,1920.0,1079.5,1079.5,1079.0,1080.0,127.88672442244705,143.6812216348925,46.44447646354649,177.73997795645673,51.63258592872895,53.59020808901788,41.52492847834848,57.82499905853159,396.80680245096505,385.51776516443294,245.58552311889355,570.6061563561008,0.03976711810449492,0.03141531822937909,0.018245578467717023,0.07799225749150449,93.05717786488583,88.06689916808153,84.28613570601851,111.80877741736175,90.32906154015492,82.60058648053753,72.04713579599526,124.06793740354938,47.31282138824463,49.189449310302734,21.357616424560547,69.5147705078125,6.031186580657959,7.123106002807617,2.3560128211975098,7.522521495819092
526870,4,1920.0,1920.0,1920.0,1920.0,1070.0,1080.0,1040.0,1080.0,104.04667398392984,108.74016565393518,76.85287359775641,121.8534910300926,54.21661174819087,54.3560108890854,42.691198637217774,65.46322657737491,1690.4439778120252,918.0719549798062,545.8692742403449,4379.7627270481435,0.11072151553596866,0.0940164448302469,0.06005909455128205,0.19479407793209877,88.4112147769765,87.21739603736349,72.02921971450617,107.18084731867285,93.78559769705603,89.67567201967591,89.08860484182098,106.70244190705128,39.898494720458984,40.9527702331543,29.908889770507812,47.77954864501953,7.556811213493347,7.555619716644287,7.334519386291504,7.7814860343933105
535930,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,113.68310474537037,120.97768494405864,79.6261472800926,133.15090181327162,45.68835720573925,43.19976114722359,36.9151475628541,59.43875896565572,165.5541384020495,118.25498257905785,82.92792339195388,342.7786650581284,0.03762333622685185,0.02548948688271605,0.01820119598765432,0.08131317515432099,57.08762080439814,59.09539038387345,25.85304542824074,84.30665702160493,83.14247841917438,67.5563102816358,42.81144193672839,154.64585117669753,33.1530499458313,30.698266983032227,23.899873733520508,47.315792083740234,7.229390978813171,7.162031888961792,6.877087593078613,7.716412544250488
581320,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,136.62302240065586,127.71670018325617,94.2719386574074,196.7867505787037,68.75238635181607,67.43214599413984,65.86944572368414,74.27580769530046,1174.3603301387818,971.5485115573445,128.10151944119593,2626.242777999242,0.04567816840277778,0.04557098765432099,0.011095679012345679,0.08047501929012346,20.397701099537034,18.192167486496913,10.984963348765431,34.22150607638889,108.03766119309412,109.0328817033179,56.0275993441358,158.05728202160495,52.991336822509766,46.93559646606445,42.76447296142578,75.32968139648438,7.449443697929382,7.693417549133301,6.535968780517578,7.87497091293335
588650,4,1917.0,1916.0,1916.0,1920.0,1080.0,1080.0,1080.0,1080.0,73.19556859652471,65.93789023235135,44.543809799382714,116.36268412201345,41.97443588444641,42.80043934648372,31.690298687973257,50.606566156844934,126.02728474339153,116.88042923469898,65.51580640846795,204.83247409570023,0.018376615296141652,0.018829363353436945,0.009662781257248898,0.026184953220443827,93.7477217729919,92.21937171383283,60.649342206790124,129.9028014575118,150.7024674436378,142.30597840794866,117.29451645016624,200.90339650848765,51.21137714385986,52.754377365112305,45.072227478027344,54.2645263671875,6.66228449344635,6.608829975128174,6.124885559082031,7.3065924644470215
613100,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,109.24961781442902,110.18710720486112,63.517664930555554,153.10659191743827,52.20116922114237,53.86209254036779,44.499383518786864,56.58110828504703,322.43737679030255,278.23536101141826,233.90035680914195,499.3784283292317,0.040105733989197534,0.03791136188271605,0.030458622685185184,0.05414158950617284,43.74176745756172,37.02640769675926,23.004957079475307,77.90929735725308,79.8060772328318,80.20934124228395,67.49417197145061,91.31145447530864,36.22166442871094,39.16444969177246,20.418140411376953,46.139617919921875,7.4959776401519775,7.56383490562439,7.125055313110352,7.731185436248779
620980,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,60.42742211612654,52.75200496720679,33.715553144290126,102.49012538580247,53.12900882309935,53.919966124253534,46.08579069696555,58.59031234692476,231.67827392707653,241.22536809814878,152.0741961801453,292.1881633318633,0.022939332561728393,0.023507667824074076,0.01665991512345679,0.028082079475308643,76.88674563560957,71.99609230324074,27.693210358796296,135.8615875771605,157.65680531442902,165.45833260995371,88.02550540123457,211.68505063657406,56.056349754333496,58.34745407104492,36.36855697631836,71.16193389892578,6.7746278047561646,6.771049499511719,6.107970714569092,7.448441505432129
621060,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,115.76310643325617,116.84937500000001,97.4596551890432,131.89402054398147,65.35088366729715,66.43039289542762,59.3524906206357,69.19025825769772,791.4688697045311,811.8613018500652,572.0808845788627,970.0719905391312,0.05761127989969136,0.05810546875,0.05263454861111111,0.06159963348765432,112.1420822482639,113.13919825424384,94.75953317901235,127.53039930555556,87.53072759934415,84.38362051504629,75.07321180555556,106.28245756172839,58.539772033691406,58.84638595581055,53.40738296508789,63.05893325805664,7.555598497390747,7.610202789306641,7.352836608886719,7.649151802062988
629760,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,86.78379533179012,78.37795910493827,56.960393518518515,133.41886959876544,59.726354373753736,60.34204785056326,48.917408245682566,69.30391354820587,586.1437799469197,483.95334299119736,258.0048731336785,1118.6635606716059,0.05623842592592593,0.053936873070987656,0.02029562114197531,0.09678433641975309,51.40636791087963,54.73112172067901,38.796929494598764,57.366298707561725,82.87032841435185,95.17457031250001,34.408644386574075,106.72352864583333,27.33636975288391,29.797304153442383,11.031830787658691,38.71903991699219,7.530590891838074,7.535645008087158,7.1490702629089355,7.902003288269043
632360,4,1916.0,1920.0,1904.0,1920.0,1080.0,1080.0,1080.0,1080.0,99.51753405659139,104.43806061921296,76.54526041666666,112.64875457127296,65.42557755566204,65.3862889561249,51.487386831326674,79.44234547907173,1007.4172613977524,932.3999440572306,511.4682860580651,1653.4008714184836,0.038761003678091606,0.035873907433343705,0.027845293209876543,0.05545090663580247,67.36257376952517,78.33622781635802,15.634888538748832,97.1429509066358,134.3287912052842,145.3188146219136,88.62702787422839,158.05050770308122,60.2148494720459,62.48346710205078,46.913726806640625,68.9787368774414,6.998642325401306,7.027221202850342,6.794277667999268,7.145849227905273
632470,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,69.98800720968364,63.25221354166667,43.099545235339505,110.34805652006173,57.57307456254066,55.57470563135154,47.15726460461443,71.98562238284511,1602.4224093345229,1740.2954899880574,648.6477526923975,2280.450904669579,0.07926866319444445,0.07506872106481481,0.07180700231481481,0.09513020833333333,50.241197193287036,48.99881389853395,39.741050829475306,63.22611014660494,55.242985026041666,59.646762393904325,32.39974103009259,69.27867428626543,32.88852071762085,33.434364318847656,22.436521530151367,42.24883270263672,7.129473686218262,7.163769245147705,6.527176856994629,7.663179397583008
644930,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,55.16100019290124,54.100467785493834,39.25296199845679,73.1901032021605,44.768038670972416,44.755254112347345,39.23603386884267,50.32561259035232,802.5225461776538,776.3816220818803,205.09907593217645,1452.2278646146779,0.10393844039351852,0.0946655574845679,0.055163966049382715,0.17125868055555554,29.855356746720677,21.14077883873457,17.587691936728394,59.552177372685186,188.71446940104167,191.82062403549384,167.09911844135803,204.117511091821,54.531606674194336,55.19645309448242,43.38744354248047,64.34607696533203,7.024095058441162,7.037470817565918,6.695917129516602,7.325521469116211
646570,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,47.952564863040124,45.59913146219135,39.5441902970679,61.06780623070988,47.296715668646755,47.85853888488881,37.44220627989934,56.027578624910056,428.61199568538916,340.51883367020696,117.10994445689126,916.3003709442515,0.021644362461419753,0.021863908179012348,0.010788966049382715,0.03206066743827161,51.343265817901234,52.5725942804784,41.91647762345679,58.31139708719136,108.29494297357253,105.32812379436729,65.56452980324075,156.95899450231482,30.20050859451294,27.112162590026855,25.152149200439453,41.425559997558594,6.282673597335815,6.376237869262695,5.524440288543701,6.85377836227417
648800,4,1919.5,1920.0,1918.0,1920.0,1079.75,1080.0,1079.0,1080.0,108.05467734553167,107.40647129985965,103.41602816358025,113.98973861882716,38.45103387588481,40.53189301825287,27.204894168129023,45.53545529890447,167.54520688965295,175.9108501607165,109.27676978787022,209.0823574493085,0.024498727686011496,0.025033817254739035,0.016316068672839506,0.031611207561728395,71.88933444066816,68.04359533774064,60.98412037037037,90.48602671682099,126.01969367430966,120.14336853780864,102.09029234770155,161.70174527391976,71.02484893798828,72.9340934753418,46.00688934326172,92.22431945800781,7.087138056755066,7.165028095245361,6.7762579917907715,7.2422380447387695
666140,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,140.76914749710647,136.00895519868828,111.05752989969136,180.00114969135802,45.21605118535638,38.28269092016835,26.916478925398614,77.38234397569019,228.83941767098963,191.90171798038932,87.02979365595856,444.52444106722135,0.04223114390432099,0.04386935763888889,0.025146122685185186,0.056039737654320985,47.32191900559413,45.48738064236111,41.1715697337963,57.14134500385803,98.76190164448303,98.62989776234568,88.4767790316358,109.31103202160494,49.82059383392334,48.83632278442383,39.39434814453125,62.21538162231445,6.807340383529663,6.812112808227539,6.221327781677246,7.383808135986328
671860,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,71.66560257523147,57.93313054591049,41.46482204861111,129.33132716049383,42.65810630867847,37.805841933026215,31.327753551770204,63.692987816891254,401.9941426293781,337.644767315174,151.04001294500662,781.6470229421578,0.017526523919753085,0.018013599537037038,0.010985725308641975,0.023093171296296296,68.63038122106482,66.4310602334105,41.03323254243827,100.626171875,91.6249193431713,89.4334375,70.72064380787037,116.91215856481482,35.230841636657715,31.817105293273926,22.324892044067383,54.964263916015625,6.864140033721924,6.772672176361084,6.339102745056152,7.572113037109375
674940,4,1916.0,1916.5,1914.0,1917.0,1078.5,1079.0,1077.0,1079.0,55.81289557046925,56.587416866182096,32.116691153684194,77.96005739582866,44.22285269163789,44.75410492348559,26.328872358922485,61.05432856065789,61.22075610186805,53.99534672116429,22.706263116357242,114.18606784878638,0.009760411997792887,0.010243556021558936,0.0051130246277030595,0.01344151132035062,69.8219007453442,74.77630517253799,41.58892692169995,88.14606571460081,154.90234881964818,152.14406029075977,130.39537969261337,184.9258950044598,43.57457256317139,43.83959770202637,35.797035217285156,50.822059631347656,6.427764654159546,6.6924896240234375,5.112445831298828,7.2136335372924805
686810,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,67.34701437114197,58.53869767554012,47.99498890817901,104.31567322530864,60.28259374465661,58.048947624950834,47.914048377958906,77.11843135076585,407.01245281569476,495.35714089764303,57.34685628255115,579.988673184942,0.054400318287037036,0.051072048611111115,0.012468653549382716,0.10298852237654321,46.77554663387346,34.26256847993827,21.015916280864197,97.56113329475309,75.33254677854939,78.17061873070988,44.06075665509259,100.92819299768519,23.25338101387024,22.84305429458618,8.541595458984375,38.78582000732422,7.050853610038757,6.977450847625732,6.929512977600098,7.318999767303467
690830,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,91.23985882040895,93.37813705632716,76.98001880787037,101.22314236111112,47.77632283077315,43.94334207119907,37.03117628100829,66.18743089968615,473.9850699512869,465.42548385512197,368.0239514344313,597.0653606604724,0.04413809317129629,0.04585720486111111,0.030237268518518517,0.054600694444444445,31.69671489197531,31.625268373842594,28.928004436728394,34.608318383487656,117.89133330922067,113.97031611689815,90.39230227623457,153.23239872685184,41.004923820495605,40.639835357666016,36.760066986083984,45.979957580566406,7.14387309551239,7.141303777694702,6.966290473937988,7.326594352722168
728880,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,148.70961986400465,147.57865861304015,137.21343026620372,162.46773196373456,48.2702133630323,47.17668143873979,45.180883220143244,53.54660735450637,97.80861996828786,102.67342893030673,75.70815575602455,110.17946625651341,0.031045283564814813,0.030283082561728396,0.024096739969135802,0.03951822916666667,60.00675383391204,48.720234133873454,42.3592115162037,100.22733555169754,139.8821221547068,135.27774426118827,131.10892216435184,157.86407793209875,93.86933135986328,92.32870864868164,74.98568725585938,115.83422088623047,7.374610185623169,7.4092559814453125,7.20033073425293,7.479598045349121
739630,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,18.783095582561728,18.937330729166668,17.51121527777778,19.7465055941358,33.361263011751255,32.63115383821291,30.510700229590796,37.6720441409884,203.00993217120865,199.32913892264554,142.55449313492616,270.82695770461726,0.021630859375,0.019910300925925925,0.01632619598765432,0.030376639660493827,27.727252363040126,21.005728925540126,16.60257282021605,52.2949787808642,96.47710624035493,95.99262635030864,62.28277199074074,131.64040027006172,25.272368907928467,21.2507905960083,18.156429290771484,40.43146514892578,5.041807651519775,5.043789386749268,4.925911903381348,5.153739929199219
753640,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,53.813078100887346,46.921700665509256,28.021211419753087,93.38769965277778,37.306943353855814,33.459365992222445,23.658538427125436,58.65050300385293,67.59154802194521,79.8182231370499,14.43104163551278,96.29870417816832,0.016194058641975307,0.017331211419753086,0.005653452932098765,0.024460358796296298,37.96767397280093,37.583945071373456,20.502794656635803,56.20001109182099,81.66754870756174,87.7583415316358,33.116716820987655,118.03679494598765,26.800217151641846,18.536736488342285,9.579803466796875,60.54759216308594,6.436910271644592,6.47756028175354,5.856715202331543,6.935805320739746
774171,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,127.26408890335648,124.31841507523148,55.140183738425925,205.27934172453703,55.83450723775798,54.81126745368901,46.62824900395224,67.08724503970166,443.9750999778729,398.3392558666375,93.70653227835632,885.5153558998604,0.04541546103395062,0.04547646604938271,0.024471450617283952,0.06623746141975309,102.45662386670524,101.42955536265433,64.72674430941358,142.24064043209876,119.72687343267748,120.59115981867285,65.76546923225308,171.9597048611111,75.52036476135254,74.78821182250977,68.15850067138672,84.3465347290039,6.803158402442932,6.873960494995117,5.971604347229004,7.49310827255249
848450,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,44.09244442033179,36.7526847029321,32.125822241512346,70.73858603395061,41.546445886987215,37.25209683977384,32.05519222897974,59.626397639421455,197.6468703978333,193.1285529505877,126.77690961719821,277.55346607295957,0.022460214120370373,0.024933931327160493,0.011941068672839505,0.02803192515432099,98.37561282310956,97.79385392554012,64.68745081018518,133.22729263117284,175.04705825617285,199.82168161651234,87.39939091435186,213.14547887731482,56.02742099761963,56.418277740478516,48.037109375,63.236019134521484,6.518435716629028,6.472928762435913,5.862323760986328,7.265561580657959
860510,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,36.511372371720675,36.455870707947525,29.82721981095679,43.306528260030866,24.63127598087858,24.648598180655114,23.90194123616917,25.325966326034926,14.716894834182025,14.14712184143183,9.781237943570275,20.79209771029416,0.0031042631172839507,0.0032899305555555555,0.0014125192901234568,0.004424672067901234,105.18509801793982,105.50906708140431,102.6926740933642,107.02958381558642,145.29140190972223,144.31651644483026,118.27612268518519,174.2564520640432,22.383052825927734,22.34088897705078,16.015504837036133,28.834928512573242,5.86431360244751,5.969067335128784,5.2694244384765625,6.249695301055908
880940,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,64.50194733796296,51.82845437885803,45.64096498842593,108.70991560570988,41.62019555438278,38.82552010797175,31.94035913814341,56.889382863444226,224.55137513289392,213.09919840073843,136.05624112380798,335.9508626062908,0.025496238425925924,0.02040822723765432,0.01412037037037037,0.047048128858024695,46.92118139949846,41.95065899884259,16.071452546296296,87.71195505401235,150.14300395447532,156.310574845679,78.62482976466049,209.32603636188273,38.96488952636719,34.818580627441406,23.430137634277344,62.792259216308594,6.647449493408203,6.67335844039917,5.940884590148926,7.302196502685547
881100,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,22.55971076871142,22.960728925540124,20.147191840277777,24.170193383487653,27.91152576237562,24.30743289228839,22.89974381001828,40.13149345490743,118.37986691840169,102.99452570124927,90.55979850842301,176.9706177626852,0.01457959587191358,0.014580680941358025,0.010595582561728396,0.018561439043209876,51.967050178433645,45.92396629050926,26.329550540123456,89.69071759259259,84.60805543499228,80.60365740740741,67.44043740354938,109.78446952160493,25.844422817230225,25.58445453643799,24.176090240478516,28.032691955566406,5.784641861915588,5.794865131378174,5.645805835723877,5.903031349182129
892970,4,1920.0,1920.0,1920.0,1920.0,1080.0,1080.0,1080.0,1080.0,103.46776487750772,110.78417341820987,21.3283487654321,170.97436390817901,41.933302378117915,48.65936331862995,17.362870760077104,53.05161211513465,227.20853437506585,247.56249561595922,38.525227135759515,375.18391913258534,0.033581211419753086,0.03810595100308642,0.006467496141975309,0.0516454475308642,80.99424467110339,83.78104600694445,61.47195023148148,94.94293643904321,132.0480969087577,140.80168209876544,46.06170765817901,200.527315779321,45.48218011856079,41.30677795410156,16.49247169494629,82.82269287109375,6.821051001548767,7.2286059856414795,5.24515438079834,7.5818376541137695
