appid,num_ok,w_mean,h_mean,bright_mean,cont_mean,sharp_mean,edge_mean,hue_mean,sat_mean,col_mean,ent_mean,t0_date,d7_total,d7_pos,d7_neg,d7_pos_ratio,d14_total,d14_pos,d14_neg,d14_pos_ratio,d30_total,d30_pos,d30_neg,d30_pos_ratio
1778840,4,1920.0,1071.25,77.79617361364927,51.39936972728435,526.6003476431555,0.0564536480946157,59.17620602209504,96.18182982511516,37.14316511154175,7.1440218687057495,2025-05-08,185,161,24,0.8702702702702703,246,205,41,0.8333333333333334,331.0,278.0,53.0,0.8398791540785498
1779030,4,1920.0,1080.0,135.94862099729937,54.74147345074886,1430.3814967948558,0.0809500385802469,44.631539351851856,54.15612714602624,42.70355987548828,6.402670502662659,2025-04-01,31,31,0,1.0,41,41,0,1.0,52.0,51.0,1.0,0.9807692307692308
1793330,4,1920.0,1080.0,57.45230782214506,40.32879831282416,212.55054225865047,0.0271524160879629,90.9062572337963,136.43272894965276,60.37471008300781,6.706064462661743,2025-11-06,87,73,14,0.8390804597701149,111,94,17,0.8468468468468469,134.0,117.0,17.0,0.8731343283582089
1917850,4,1920.0,1080.0,50.43065779320988,44.14014068559933,903.4267475506545,0.0536985194830246,68.61957826967593,145.03319914641202,36.65846395492554,6.775938391685486,2025-04-30,88,47,41,0.5340909090909091,120,65,55,0.5416666666666666,131.0,73.0,58.0,0.5572519083969466
1940200,4,1842.0,1034.75,121.5662266678514,56.184710239069815,338.3219913009766,0.0349698965842752,80.67906742936506,138.57557104823718,70.22122287750244,7.290347099304199,2024-03-25,90,68,22,0.7555555555555555,100,74,26,0.74,118.0,87.0,31.0,0.7372881355932204
1957760,4,1920.0,1080.0,159.83701027199075,43.73969297261243,389.2114166713368,0.0517375578703703,51.04499529803241,70.48390745563272,41.83931541442871,7.28569483757019,2025-05-29,119,107,12,0.8991596638655462,158,140,18,0.8860759493670886,193.0,172.0,21.0,0.8911917098445595
2016460,4,1920.0,1080.0,100.99270604263118,43.85150683065669,463.0997427243223,0.062701702353395,33.9541546103395,102.85867030767749,47.36363506317139,7.257143139839172,2025-07-29,1660,1326,334,0.7987951807228916,2202,1794,408,0.8147138964577657,2611.0,2135.0,476.0,0.8176943699731903
2094910,4,1920.0,1080.0,115.52888852719909,48.809727785994,560.48998015811,0.0274312789351851,72.38957911361882,59.474212842399695,32.95843982696533,6.898590326309204,2023-06-04,189,162,27,0.8571428571428571,234,206,28,0.8803418803418803,272.0,237.0,35.0,0.8713235294117647
2096030,4,1920.0,1080.0,126.93839397665894,59.04078659037609,281.50914919737306,0.0485091145833333,87.79638442804784,59.71994140625,26.757489681243896,7.55263364315033,2024-06-19,55,41,14,0.7454545454545455,70,55,15,0.7857142857142857,108.0,91.0,17.0,0.8425925925925926
2185030,4,1920.0,1080.0,117.87379955150462,56.991702609886936,1617.475342604867,0.0851525125385802,38.56696252893519,93.305470076196,36.435842514038086,6.73315954208374,2025-01-15,71,55,16,0.7746478873239436,98,82,16,0.8367346938775511,111.0,92.0,19.0,0.8288288288288288
2194730,4,1920.0,1078.5,104.86717406575887,54.65708391232834,399.31416520098975,0.0539768382842859,50.44230843067054,67.50290094709669,38.29986095428467,7.065311908721924,2024-03-10,120,96,24,0.8,135,108,27,0.8,152.0,118.0,34.0,0.7763157894736842
2212670,4,1920.0,1080.0,125.77512261284724,32.92891895580691,250.3265204914892,0.027505787037037,67.83097149884259,78.53804675443673,35.54756307601929,6.873249292373657,2025-08-07,212,196,16,0.9245283018867924,301,279,22,0.9269102990033222,386.0,363.0,23.0,0.9404145077720208
2226430,4,1920.0,1080.0,67.48347583912037,38.41770010407102,1120.110379940042,0.0878217833719135,50.60800455729167,133.07165822723766,45.07938575744629,6.669296503067017,2025-05-29,221,166,55,0.751131221719457,273,207,66,0.7582417582417582,317.0,240.0,77.0,0.7570977917981072
2240080,4,1920.0,1080.0,127.33048948688273,45.05341152591587,274.73370300534674,0.0548036024305555,85.28198278356481,98.28403850790896,48.35839748382568,6.763998746871948,2025-03-26,1371,1316,55,0.9598832968636032,1738,1664,74,0.957422324510932,2090.0,2004.0,86.0,0.9588516746411484
2286780,4,1920.0,1080.0,168.53085865162035,58.07632810933914,1536.3569536341242,0.0783984375,67.18373312114198,58.97888225790895,40.497840881347656,7.268274784088135,2024-05-16,166,148,18,0.891566265060241,207,178,29,0.8599033816425121,240.0,210.0,30.0,0.875
2342690,4,1759.25,990.0,140.06652423309495,42.317507458681085,803.6955446344078,0.0477177867485153,39.8926468587532,73.339463744379,40.938865184783936,5.41823673248291,2025-03-11,84,67,17,0.7976190476190477,102,78,24,0.7647058823529411,117.0,89.0,28.0,0.7606837606837606
2368930,4,1920.0,1080.0,114.66014455536263,28.16882875085923,162.85525714217806,0.0408739631558641,110.53866777584877,124.4297130594136,60.90898323059082,6.7211737632751465,2025-07-10,247,241,6,0.9757085020242916,346,336,10,0.9710982658959536,442.0,428.0,14.0,0.9683257918552036
2390230,4,1920.0,1080.0,175.0555841290509,56.27205879426384,744.3290261834787,0.062847583912037,24.34162688078704,82.8262050298997,53.3456916809082,6.398694634437561,2025-03-31,166,165,1,0.993975903614458,243,237,6,0.9753086419753086,310.0,302.0,8.0,0.9741935483870968
2402630,4,1920.0,1080.0,82.34041449652779,30.5339497486745,220.88797643868045,0.0257755835262345,18.305062813464502,184.853459683642,49.606926918029785,6.740735769271851,2025-11-12,26,22,4,0.8461538461538461,35,31,4,0.8857142857142857,43.0,39.0,4.0,0.9069767441860463
2428800,4,1920.0,1080.0,199.99229636863424,47.42190263657982,394.1739559876476,0.0315031828703703,67.06407033661266,68.37297574266975,58.16567134857178,5.834695100784302,2026-01-12,51,50,1,0.9803921568627452,63,61,2,0.9682539682539684,79.0,77.0,2.0,0.9746835443037974
2487150,4,1920.0,1080.0,70.55843291859568,55.5493183364102,871.9210517393574,0.0619809751157407,23.63110098379629,132.98532347125771,43.38620090484619,7.337221145629883,2025-09-23,433,348,85,0.8036951501154734,604,478,126,0.7913907284768212,798.0,626.0,172.0,0.7844611528822055
2654540,4,1920.0,1040.0,94.0248394931891,45.22457303532471,463.9332178944706,0.0466423778044871,63.82638083433493,69.97683956830929,27.18707132339477,7.207624316215515,2024-07-26,184,143,41,0.7771739130434783,228,180,48,0.7894736842105263,256.0,198.0,58.0,0.7734375
2658510,4,1920.0,1080.0,144.49308111496913,55.13066447351601,891.2594244139743,0.0595861062885802,96.0973501398534,81.00138888888888,46.37714862823486,7.535605311393738,2025-07-23,228,187,41,0.8201754385964912,337,276,61,0.8189910979228486,432.0,357.0,75.0,0.8263888888888888
2665460,4,1920.0,1080.0,63.48904019579476,33.81914293921972,668.4032613135178,0.0480844907407407,49.03316333912037,94.41746551890432,30.594347953796387,6.592441558837891,2025-05-22,183,153,30,0.8360655737704918,243,198,45,0.8148148148148148,293.0,243.0,50.0,0.8293515358361775
2678830,4,1920.0,1080.0,100.57423454378858,41.56764543022633,886.9148318329266,0.067451774691358,37.01785288869599,75.18957947530863,31.975996494293213,6.260902047157288,2026-01-20,364,313,51,0.8598901098901099,584,517,67,0.8852739726027398,793.0,700.0,93.0,0.8827238335435057
2712380,4,1920.0,1080.0,45.926498119212965,47.240799839712366,1140.9875452958638,0.0667083815586419,55.169246117862656,118.83336986400462,42.23604774475098,6.26013708114624,2025-11-03,314,264,50,0.8407643312101911,462,392,70,0.8484848484848485,649.0,569.0,80.0,0.8767334360554699
2714620,4,1920.0,1077.0,117.9933038539296,62.41590487953628,360.3210399944273,0.0364447245014742,87.63515831506699,93.11558467192242,47.80971908569336,6.583234071731567,2025-05-22,559,555,4,0.992844364937388,899,892,7,0.9922135706340378,1147.0,1136.0,11.0,0.990409764603313
2718240,4,1920.0,1080.0,129.52587311921295,33.47997493405357,255.56582151773443,0.0426590229552469,77.55744237075618,111.10981288580246,60.33677673339844,4.930373430252075,2025-03-31,79,75,4,0.9493670886075948,117,111,6,0.9487179487179488,148.0,140.0,8.0,0.945945945945946
2744010,4,1920.0,1080.0,135.66770314911264,50.611488010851545,338.39874840896005,0.0378560233410493,42.42813380111882,86.88811065297068,45.8669023513794,6.951117992401123,2025-03-21,195,188,7,0.964102564102564,270,255,15,0.9444444444444444,317.0,299.0,18.0,0.943217665615142
2760790,4,1920.0,1080.0,101.97344690393518,48.1018774936852,2160.1627393629087,0.0951639660493827,67.81598608699845,141.2848964361497,76.0277271270752,6.22111439704895,2025-08-01,283,209,74,0.7385159010600707,358,264,94,0.7374301675977654,404.0,302.0,102.0,0.7475247524752475
2788520,4,1920.0,1080.0,100.24825991030092,46.61830021602184,195.4849443431831,0.0178401089891975,65.83912290219908,102.3379680266204,38.96648406982422,6.973666071891785,2024-05-16,131,124,7,0.9465648854961832,162,150,12,0.925925925925926,184.0,169.0,15.0,0.9184782608695652
2811530,4,1920.0,1080.0,134.5953833912037,54.61476850681225,471.29926407157393,0.0429289641203703,35.55525571469907,101.76638237847224,45.76828098297119,7.229068636894226,2025-09-09,43,30,13,0.6976744186046512,58,38,20,0.6551724137931034,71.0,48.0,23.0,0.676056338028169
2816950,4,1920.0,1080.0,106.23785650559414,42.65735221140593,255.21731388544384,0.0356895013503086,50.99106083622685,161.3829223331404,69.3540563583374,7.184565424919128,2024-07-16,975,885,90,0.9076923076923076,1397,1268,129,0.9076592698639944,1671.0,1512.0,159.0,0.9048473967684022
2817390,4,1920.0,1080.0,85.13613582658178,72.8818292106733,505.4257120649772,0.0553680796682098,70.11634500385803,63.47089156539352,35.961143493652344,6.709119081497192,2025-04-26,40,32,8,0.8,57,45,12,0.7894736842105263,62.0,49.0,13.0,0.7903225806451613
2827680,4,1920.0,1080.0,117.46906684027778,38.20764591190726,634.2750295901061,0.0637595244984567,100.00539327739196,104.92403477044752,59.3054666519165,6.345989108085632,2025-07-11,127,91,36,0.7165354330708661,158,108,50,0.6835443037974683,187.0,141.0,46.0,0.7540106951871658
2843190,4,1920.0,1080.0,154.8547100453318,40.9689675133232,66.3791811939154,0.0248219280478395,54.125123818479935,51.18225911458333,32.73340559005737,7.073916435241699,2025-06-07,319,301,18,0.9435736677115988,466,434,32,0.9313304721030042,602.0,562.0,40.0,0.9335548172757476
2871440,4,1920.0,1080.0,158.69017674575616,48.19834536175085,546.5532871141123,0.0453692853009259,68.69874192226081,54.05727322048611,44.64340877532959,5.926252603530884,2025-06-07,448,445,3,0.9933035714285714,650,645,5,0.9923076923076924,807.0,798.0,9.0,0.9888475836431226
2891020,4,1920.0,1080.0,166.53059244791666,50.10969214201877,187.0253858785456,0.0155823206018518,43.86485580632716,96.67267843364196,55.70222187042236,6.2531702518463135,2025-10-13,248,238,10,0.9596774193548387,331,320,11,0.9667673716012084,442.0,428.0,14.0,0.9683257918552036
2915380,4,1920.0,1080.0,100.87835274402008,54.19844680818377,881.4330599082882,0.0920381221064814,31.162659384645064,120.61709092881944,46.77878761291504,7.183704614639282,2025-08-22,343,264,79,0.7696793002915452,426,325,101,0.7629107981220657,487.0,370.0,117.0,0.7597535934291582
2918500,4,1722.5,1080.0,160.45095998092796,42.769699613400064,12.495147999502704,0.0113458496246514,45.10757600411653,128.79359298590924,66.77401542663574,4.664237082004547,2025-09-22,468,417,51,0.8910256410256411,802,695,107,0.8665835411471322,1068.0,941.0,127.0,0.8810861423220974
2923390,4,1920.0,1080.0,144.82898919753086,47.82422682158392,715.4450497247793,0.0286349826388888,46.83120406539352,85.02788194444445,63.37528419494629,6.965951204299927,2024-06-17,271,254,17,0.9372693726937268,412,384,28,0.9320388349514565,556.0,522.0,34.0,0.9388489208633094
2949320,4,1918.0,1080.0,137.2373682076237,56.7234774576466,560.8243472522693,0.0541480805623141,69.65504926524544,86.91237351793922,50.17157745361328,7.546963214874268,2025-09-18,1494,1325,169,0.8868808567603749,1902,1643,259,0.8638275499474237,2127.0,1823.0,304.0,0.8570756934649741
2957700,4,1874.0,1053.5,178.59761051128788,49.403174618542224,282.3593447520262,0.0393804014088888,60.31069153101591,71.28350990459509,68.06631278991699,6.164892911911011,2024-11-29,314,302,12,0.961783439490446,385,358,27,0.9298701298701298,433.0,401.0,32.0,0.9260969976905312
2988300,4,1918.0,1079.75,121.11637121179793,56.65142823302354,358.1621021644316,0.0410014503108824,38.47596179866868,102.83885836840834,48.9227409362793,6.82807719707489,2025-05-22,164,152,12,0.926829268292683,255,235,20,0.9215686274509804,376.0,351.0,25.0,0.9335106382978724
3003460,4,1920.0,1080.0,80.10754075038581,51.43444838963364,479.5614500034394,0.0221475935570987,104.94815502025465,183.6690692515432,69.30616283416748,4.687775611877441,2025-08-08,218,210,8,0.963302752293578,321,305,16,0.9501557632398754,410.0,388.0,22.0,0.946341463414634
3035120,4,1920.0,1080.0,198.34210780767745,45.1468704137848,346.5032579055592,0.0443919994212963,29.283192033179013,74.63663073881173,40.07795333862305,6.123152494430542,2025-08-07,890,876,14,0.9842696629213484,1535,1502,33,0.9785016286644952,2294.0,2241.0,53.0,0.9768962510897996
3036010,4,1919.5,1079.5,89.63054566386607,56.98047872168139,989.7616800828646,0.0711714190476976,87.86624454586288,123.7165813332903,64.42843627929688,7.30763852596283,2025-05-23,388,311,77,0.8015463917525774,490,378,112,0.7714285714285715,540.0,413.0,127.0,0.7648148148148148
3047750,4,1920.0,1080.0,80.2957731722608,48.94325125331801,499.1023842101611,0.0451374421296296,43.095811873070986,101.3145376398534,32.77456569671631,7.25290846824646,2025-08-21,261,250,11,0.9578544061302682,359,343,16,0.9554317548746518,446.0,423.0,23.0,0.9484304932735426
3058360,4,1920.0,1080.0,89.44148148148147,65.38074905393836,455.9299662188802,0.0541701630015432,24.19919463734568,150.55607831790124,49.338396072387695,7.434136152267456,2025-08-25,97,91,6,0.9381443298969072,113,105,8,0.9292035398230089,130.0,122.0,8.0,0.9384615384615383
3064030,4,1919.0,1080.0,154.4150672852373,39.9850404419389,307.3038172539028,0.0418229980892826,72.42158000887808,130.14978564742438,71.6865463256836,5.714907050132752,2025-08-07,144,135,9,0.9375,200,191,9,0.955,247.0,230.0,17.0,0.931174089068826
3069120,4,1920.0,1079.25,172.4508347118218,56.17238214381659,505.7818025513235,0.048852495653018,42.33611719447234,56.56947493332035,39.53892803192139,7.235748529434204,2025-04-19,713,686,27,0.9621318373071528,1151,1108,43,0.9626411815812336,1544.0,1488.0,56.0,0.9637305699481864
3097300,4,1920.0,1080.0,56.15518518518519,54.21138551824995,243.0979941784477,0.0214870273919753,24.00256100501543,112.18348042052472,48.92528295516968,5.147102475166321,2026-02-07,796,792,4,0.9949748743718592,1759,1754,5,0.9971574758385446,,,,
3115220,4,1920.0,1080.0,93.63579583815586,55.42928887011995,400.8375427694856,0.0828041811342592,22.592697241512344,160.34997214988425,62.04270553588867,7.647176504135132,2025-09-16,1178,1152,26,0.9779286926994908,1756,1718,38,0.9783599088838268,2432.0,2383.0,49.0,0.9798519736842104
3124550,4,1920.0,1080.0,116.07318588445216,59.30535688422569,1233.3698089043637,0.0774756462191358,32.94172634548611,90.49486207561728,57.11210918426514,7.634172320365906,2025-05-02,67,59,8,0.8805970149253731,96,85,11,0.8854166666666666,136.0,124.0,12.0,0.9117647058823528
3136330,4,1600.0,900.0,107.19449987340856,41.01204448029433,263.6928054973797,0.0541259765625,26.29502483603395,119.82734444323884,57.48246955871582,6.542911171913147,2025-07-31,85,81,4,0.9529411764705882,105,99,6,0.9428571428571428,129.0,121.0,8.0,0.937984496124031
3140120,4,1920.0,1080.0,177.5480655623071,48.872641975885145,279.35873838385544,0.0267124807098765,112.01681459780092,54.48717616705247,37.982165813446045,3.535724848508835,2025-06-23,152,131,21,0.8618421052631579,190,161,29,0.8473684210526315,219.0,189.0,30.0,0.863013698630137
3151380,4,1920.0,1080.0,131.91516408661266,48.665928469857896,1014.8903017895434,0.0581351273148148,27.8031330777392,122.2101112798997,55.46418952941895,7.353502988815308,2025-05-27,147,137,10,0.9319727891156464,216,202,14,0.9351851851851852,280.0,262.0,18.0,0.9357142857142856
3177890,4,1920.0,1080.0,108.89789351851852,56.43522939320359,765.2822992331693,0.0674916811342592,35.00179639274691,76.72425588348766,48.7911548614502,7.006457448005676,2025-09-16,554,505,49,0.9115523465703972,744,677,67,0.9099462365591398,896.0,816.0,80.0,0.9107142857142856
3180150,4,1920.0,1080.0,125.23621829185956,70.02628208619095,1602.023871281127,0.0832570167824074,72.38545609085648,71.06249638310184,49.46180820465088,7.746051549911499,2025-11-03,432,393,39,0.9097222222222222,803,739,64,0.9202988792029888,1430.0,1332.0,98.0,0.9314685314685316
3204020,4,1920.0,1080.0,90.7323445939429,67.23232709958602,699.0856748730591,0.0414246961805555,40.60778392650463,78.4296012972608,34.5186562538147,6.947510004043579,2025-06-04,94,94,0,1.0,120,120,0,1.0,155.0,153.0,2.0,0.9870967741935484
3208560,4,1920.0,1079.25,38.36348594383112,36.8818908604808,1015.4448118092675,0.0683358492370489,111.9248661847862,166.7208418871453,36.72550058364868,5.317106306552887,2025-09-08,276,257,19,0.9311594202898552,443,412,31,0.9300225733634312,534.0,491.0,43.0,0.9194756554307116
3213850,4,1920.0,1080.0,131.97349320023147,63.6346252891227,709.4240060697192,0.0389297598379629,43.0415599681713,64.97383692611884,38.66836357116699,7.173233151435852,2025-04-30,404,365,39,0.9034653465346536,589,530,59,0.8998302207130731,783.0,712.0,71.0,0.909323116219668
3218530,4,1920.0,1080.0,81.78854564525463,53.23228793104442,1179.3696073910994,0.0579437934027777,27.067499638310185,122.02233446662808,40.78363513946533,7.252233505249023,2025-05-05,120,106,14,0.8833333333333333,163,145,18,0.8895705521472392,211.0,190.0,21.0,0.9004739336492891
3265070,4,1920.0,1080.0,118.30653983410494,41.093279264098186,943.4827438797098,0.0962134693287037,64.73441514756945,95.07936053240742,51.91943168640137,7.284266948699951,2025-05-22,57,55,2,0.9649122807017544,93,90,3,0.967741935483871,120.0,109.0,11.0,0.9083333333333332
3266090,4,1920.0,1079.0,96.4941280747992,69.34121814107866,676.8010446417788,0.0281071400988569,45.937207725131294,83.9395858675085,54.888370513916016,5.931537389755249,2025-11-20,123,96,27,0.7804878048780488,170,132,38,0.7764705882352941,204.0,162.0,42.0,0.7941176470588235
3327470,4,1920.0,1080.0,90.80447048611111,62.293250335576026,449.6510795131417,0.0275647424768518,76.13357675057871,52.682608386381176,32.657795906066895,6.935532450675964,2025-03-27,59,33,26,0.559322033898305,77,37,40,0.4805194805194805,101.0,48.0,53.0,0.4752475247524752
3355800,4,1920.0,1080.0,105.9021487991898,59.03892189364375,1243.907786136975,0.0696015383873456,72.80330873842593,116.41698989679784,58.51301193237305,7.189338564872742,2025-06-06,62,54,8,0.8709677419354839,91,79,12,0.8681318681318682,138.0,114.0,24.0,0.8260869565217391
3362960,4,1920.0,1080.0,156.9112754388503,48.09130592091813,245.5449487652164,0.0350444878472222,62.22675684799383,97.27572591145832,60.0552978515625,7.166773796081543,2025-09-24,59,55,4,0.9322033898305084,75,70,5,0.9333333333333332,94.0,86.0,8.0,0.9148936170212766
3363270,4,1920.0,1080.0,112.5264237316744,58.5432042465028,1119.2600299011335,0.0472102864583333,77.5601749373071,159.85375880111883,82.46358108520508,6.796903729438782,2025-08-08,281,268,13,0.9537366548042704,444,417,27,0.9391891891891893,590.0,553.0,37.0,0.9372881355932204
3370870,4,1920.0,1080.0,101.18436631944444,58.83001671583902,562.9352108928213,0.0314119164737654,86.29306761188272,198.1989196325232,109.03328895568848,7.193686604499817,2026-01-29,703,698,5,0.992887624466572,2002,1976,26,0.987012987012987,3277.0,3237.0,40.0,0.9877937137625876
3399960,4,1920.0,1080.0,160.6826724054784,42.89636245552165,963.066697548464,0.030913990162037,84.94664098668981,105.31169053819444,61.91923522949219,5.341692328453064,2025-06-17,194,175,19,0.9020618556701032,323,298,25,0.9226006191950464,460.0,435.0,25.0,0.9456521739130436
3404470,4,1920.0,1080.0,151.844686173804,55.04852920203501,750.5483978302581,0.0606415171682098,63.27405008198303,85.15427722318674,59.57470512390137,6.536278963088989,2025-05-14,545,506,39,0.9284403669724772,771,721,50,0.9351491569390402,955.0,896.0,59.0,0.938219895287958
3422270,4,1920.0,1080.0,83.94284975405093,37.297433565698114,407.1353385248169,0.0200215808256172,35.41095257040895,139.70749083719136,51.16021728515625,6.417751669883728,2025-10-27,42,40,2,0.9523809523809524,47,45,2,0.9574468085106383,62.0,57.0,5.0,0.9193548387096774
3483740,4,1920.0,1080.0,89.54631980613425,51.59650015325816,580.6936753267191,0.0387297453703703,72.71439863040123,99.26520628375772,44.29183101654053,6.713312268257141,2025-06-16,1243,1165,78,0.9372485921158488,1830,1714,116,0.9366120218579236,2299.0,2139.0,160.0,0.9304045237059592
3496000,4,1920.0,1079.25,151.65073353666625,45.52231431424008,737.3400913901238,0.0585431571147481,70.01558862352455,121.85297731826076,80.07620239257812,7.403125762939453,2025-06-23,328,277,51,0.8445121951219512,519,444,75,0.8554913294797688,688.0,588.0,100.0,0.8546511627906976
3511030,4,1920.0,1080.0,182.72319866415896,66.77056454655389,1792.765282913599,0.0541019241898148,40.54566514756944,51.61464891975309,51.82172203063965,5.740394353866577,2025-03-31,128,128,0,1.0,282,281,1,0.99645390070922,353.0,352.0,1.0,0.9971671388101984
3521410,4,1920.0,1080.0,164.11407238618824,59.95781990265377,997.5484245134592,0.0680536265432098,33.422483482831794,128.39633270640434,75.3226089477539,6.288988351821899,2025-11-01,244,190,54,0.7786885245901639,326,268,58,0.8220858895705522,476.0,414.0,62.0,0.8697478991596639
3558400,4,1920.0,1080.0,70.3566808931327,48.28898490594902,94.0987557488581,0.0124030671296296,107.80055881076387,145.52038061824845,50.892045974731445,6.613235950469971,2025-10-09,218,165,53,0.7568807339449541,322,232,90,0.7204968944099379,430.0,311.0,119.0,0.7232558139534884
3606830,4,1920.0,1080.0,209.48516107253087,72.79170390144907,1488.0571311740073,0.0490254870756172,0.3560044126157408,0.0877923659336419,0.3025955781340599,4.740122437477112,2025-08-07,139,121,18,0.8705035971223022,164,139,25,0.8475609756097561,179.0,146.0,33.0,0.8156424581005587
3609750,4,1920.0,1080.0,210.22323652102625,48.64825242572388,1098.1014200786285,0.0568702980324074,65.7718337673611,39.71903489101081,33.934492111206055,4.888237535953522,2025-11-20,346,331,15,0.9566473988439308,640,618,22,0.965625,794.0,771.0,23.0,0.9710327455919396
3613270,4,1920.0,1080.0,75.22670319733797,52.38704711589127,450.2685739587258,0.0473520688657407,62.37509078414352,77.82646785783179,51.49514102935791,7.1242676973342896,2025-11-06,110,89,21,0.8090909090909091,167,135,32,0.8083832335329342,215.0,180.0,35.0,0.8372093023255814
3618390,4,1916.5,1080.0,84.51948023212718,59.826130353617486,2039.428080186541,0.0472567859284115,54.65521387532204,108.51220435823704,55.248854637146,4.958855986595154,2026-01-11,1024,717,307,0.7001953125,1322,940,382,0.7110438729198184,1541.0,1109.0,432.0,0.7196625567813109
3651310,4,1920.0,1080.0,178.88891613618827,32.73790908244105,805.8326695786769,0.067724609375,32.474380907600306,82.45602442611883,43.7972583770752,4.403426349163055,2025-11-13,90,88,2,0.9777777777777776,136,134,2,0.9852941176470588,192.0,189.0,3.0,0.984375
3659410,4,1920.0,1080.0,127.1078923128858,46.81150916208325,1667.647418883732,0.0983690200617284,71.9400301408179,186.0307982494213,126.7600212097168,7.053596258163452,2025-11-11,306,263,43,0.8594771241830066,418,336,82,0.8038277511961722,620.0,498.0,122.0,0.8032258064516129
3694480,4,1920.0,1080.0,160.67256124614198,42.534083588642495,829.3950871347815,0.0294502314814814,57.97304699556327,28.669905478395066,32.83701753616333,5.478596568107605,2025-12-15,826,746,80,0.9031476997578692,1357,1240,117,0.9137803979366248,1814.0,1647.0,167.0,0.9079382579933848
3769130,4,1920.0,1080.0,53.58649739583333,44.92773089594246,1398.2906701444992,0.0608293547453703,74.28240596064815,127.43681616512345,61.77171039581299,6.680299639701843,2025-07-30,1596,1489,107,0.9329573934837092,2433,2283,150,0.938347718865598,3265.0,3064.0,201.0,0.93843797856049
3981100,4,1920.0,1080.0,114.52205680941358,33.22810314762287,704.1642076923767,0.0855120322145061,31.05119442033179,154.13135235821758,80.19888877868652,6.962936520576477,2025-10-30,179,174,5,0.9720670391061452,533,520,13,0.975609756097561,1395.0,1370.0,25.0,0.982078853046595
4015530,4,1920.0,1080.0,105.4554306520062,53.24506740013277,181.3074326805387,0.0260686728395061,43.728257137345686,130.9304412615741,52.18336486816406,4.896063327789307,2025-09-27,3,3,0,1.0,6,6,0,1.0,13.0,11.0,2.0,0.8461538461538461
